province,year,births,COD_PROV,DEN_PROV,source,validated
Massa-Carrara,1881,6712,45,Massa e Carrara,TAVOLA_VI_1881,OK
Messina,1881,16731,83,Messina,TAVOLA_VI_1881,OK
Milano,1881,45518,15,Milano,TAVOLA_VI_1881,OK
Modena,1881,10677,36,Modena,TAVOLA_VI_1881,OK
Napoli,1881,36056,63,Napoli,TAVOLA_VI_1881,OK
Novara,1881,24091,3,Novara,TAVOLA_VI_1881,OK
Padova,1881,15719,28,Padova,TAVOLA_VI_1881,OK
Palermo,1881,28146,82,Palermo,TAVOLA_VI_1881,OK
Parma,1881,9552,34,Parma,TAVOLA_VI_1881,OK
Pavia,1881,17774,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1881,21203,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1881,8681,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1881,8359,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1881,10635,50,Pisa,TAVOLA_VI_1881,OK
Potenza,1881,22959,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1881,7064,39,Ravenna,TAVOLA_VI_1881,OK
Reggio Calabria,1881,13750,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio Emilia,1881,9066,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma,1881,31298,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1881,9070,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1881,20662,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1881,9958,90,Sassari,TAVOLA_VI_1881,OK
Siena,1881,7695,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1881,14245,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1881,2270,14,Sondrio,TAVOLA_VI_1881,OK
Teramo,1881,9415,67,Teramo,TAVOLA_VI_1881,OK
Torino,1881,34515,1,Torino,TAVOLA_VI_1881,OK
Trapani,1881,11989,81,Trapani,TAVOLA_VI_1881,OK
Treviso,1881,13795,26,Treviso,TAVOLA_VI_1881,OK
Udine,1881,17060,30,Udine,TAVOLA_VI_1881,OK
Venezia,1881,12727,27,Venezia,TAVOLA_VI_1881,OK
Verona,1881,13547,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1881,15661,24,Vicenza,TAVOLA_VI_1881,OK
Alessandria,1901,25294,6,Alessandria,TAVOLA_I_1901,CHECK
Ancona,1901,9824,42,Ancona,TAVOLA_I_1901,OK
Aquila degli Abruzzi,1901,13960,66,Aquila degli Abruzzi,TAVOLA_I_1901,OK
Arezzo,1901,8722,51,Arezzo,TAVOLA_I_1901,OK
Ascoli Piceno,1901,7674,44,Ascoli Piceno,TAVOLA_I_1901,OK
Avellino,1901,12912,64,Avellino,TAVOLA_I_1901,OK
Bari delle Puglie,1901,29750,72,Bari delle Puglie,TAVOLA_I_1901,OK
Belluno,1901,7488,25,Belluno,TAVOLA_I_1901,OK
Benevento,1901,7941,62,Benevento,TAVOLA_I_1901,OK
Bergamo,1901,18969,16,Bergamo,TAVOLA_I_1901,OK
Bologna,1901,16035,37,Bologna,TAVOLA_I_1901,OK
Brescia,1901,18665,17,Brescia,TAVOLA_I_1901,OK
Cagliari,1901,14768,92,Cagliari,TAVOLA_I_1901,OK
Caltanissetta,1901,12750,85,Caltanissetta,TAVOLA_I_1901,OK
Campobasso,1901,11918,70,Campobasso,TAVOLA_I_1901,OK
Caserta,1901,24035,61,Caserta,TAVOLA_I_1901,OK
Catania,1901,24348,87,Catania,TAVOLA_I_1901,OK
Catanzaro,1901,15470,79,Catanzaro,TAVOLA_I_1901,OK
Chieti,1901,11726,69,Chieti,TAVOLA_I_1901,OK
Como,1901,20036,13,Como,TAVOLA_I_1901,OK
Cosenza,1901,15400,78,Cosenza,TAVOLA_I_1901,OK
Cremona,1901,10779,19,Cremona,TAVOLA_I_1901,OK
Cuneo,1901,20356,4,Cuneo,TAVOLA_I_1901,CHECK
Ferrara,1901,10374,38,Ferrara,TAVOLA_I_1901,OK
Firenze,1901,28432,48,Firenze,TAVOLA_I_1901,OK
Foggia,1901,14485,71,Foggia,TAVOLA_I_1901,OK
Forlì,1901,9610,40,Forlì,TAVOLA_I_1901,OK
Genova,1901,26371,10,Genova,TAVOLA_I_1901,OK
Girgenti,1901,14427,84,Girgenti,TAVOLA_I_1901,OK
Grosseto,1901,4418,53,Grosseto,TAVOLA_I_1901,OK
Lecce,1901,22694,75,Lecce,TAVOLA_I_1901,CHECK
Livorno,1901,3082,49,Livorno,TAVOLA_I_1901,OK
Lucca,1901,9481,46,Lucca,TAVOLA_I_1901,OK
Macerata,1901,7891,43,Macerata,TAVOLA_I_1901,OK
Mantova,1901,10288,20,Mantova,TAVOLA_I_1901,OK
Massa e Carrara,1901,7101,45,Massa e Carrara,TAVOLA_I_1901,OK
Messina,1901,16973,83,Messina,TAVOLA_I_1901,OK
Milano,1901,52389,15,Milano,TAVOLA_I_1901,OK
Modena,1901,11153,36,Modena,TAVOLA_I_1901,OK
Napoli,1901,35616,63,Napoli,TAVOLA_I_1901,OK
Novara,1901,22243,3,Novara,TAVOLA_I_1901,OK
Padova,1901,16817,28,Padova,TAVOLA_I_1901,OK
Palermo,1901,24998,82,Palermo,TAVOLA_I_1901,OK
Parma,1901,9793,34,Parma,TAVOLA_I_1901,OK
Pavia,1901,15470,18,Pavia,TAVOLA_I_1901,OK
Perugia,1901,19233,54,Umbria,TAVOLA_I_1901,OK
Pesaro e Urbino,1901,8692,41,Pesaro e Urbino,TAVOLA_I_1901,OK
Piacenza,1901,8083,33,Piacenza,TAVOLA_I_1901,OK
Pisa,1901,9890,50,Pisa,TAVOLA_I_1901,CHECK
Porto Maurizio,1901,3383,8,Porto Maurizio,TAVOLA_I_1901,OK
Potenza,1901,16928,76,Potenza,TAVOLA_I_1901,OK
Ravenna,1901,6128,39,Ravenna,TAVOLA_I_1901,OK
Reggio di Calabria,1901,14351,80,Reggio di Calabria,TAVOLA_I_1901,OK
Reggio nell'Emilia,1901,10255,35,Reggio nell'Emilia,TAVOLA_I_1901,OK
Roma,1901,33272,58,Roma,TAVOLA_I_1901,OK
Rovigo,1901,8957,29,Rovigo,TAVOLA_I_1901,OK
Salerno,1901,17039,65,Salerno,TAVOLA_I_1901,OK
Sassari,1901,9820,90,Sassari,TAVOLA_I_1901,OK
Siena,1901,6587,52,Siena,TAVOLA_I_1901,OK
Siracusa,1901,15496,89,Siracusa,TAVOLA_I_1901,OK
Sondrio,1901,3983,14,Sondrio,TAVOLA_I_1901,OK
Teramo,1901,9719,67,Teramo,TAVOLA_I_1901,OK
Torino,1901,29710,1,Torino,TAVOLA_I_1901,OK
Trapani,1901,11883,81,Trapani,TAVOLA_I_1901,CHECK
Treviso,1901,16366,26,Treviso,TAVOLA_I_1901,OK
Udine,1901,21932,30,Udine,TAVOLA_I_1901,OK
Venezia,1901,13773,27,Venezia,TAVOLA_I_1901,OK
Verona,1901,13617,23,Verona,TAVOLA_I_1901,OK
Vicenza,1901,16440,24,Vicenza,TAVOLA_I_1901,OK
Alessandria,1911,20120,6,Alessandria,TAVOLA_1911,OK
Ancona,1911,10594,42,Ancona,TAVOLA_1911,OK
Aquila degli Abruzzi,1911,12226,66,Aquila degli Abruzzi,TAVOLA_1911,OK
Arezzo,1911,8856,51,Arezzo,TAVOLA_1911,OK
Ascoli Piceno,1911,7988,44,Ascoli Piceno,TAVOLA_1911,OK
Avellino,1911,12679,64,Avellino,TAVOLA_1911,OK
Bari delle Puglie,1911,32806,72,Bari delle Puglie,TAVOLA_1911,OK
Belluno,1911,7103,25,Belluno,TAVOLA_1911,OK
Benevento,1911,7913,62,Benevento,TAVOLA_1911,OK
Bergamo,1911,22113,16,Bergamo,TAVOLA_1911,OK
Bologna,1911,17582,37,Bologna,TAVOLA_1911,OK
Brescia,1911,21329,17,Brescia,TAVOLA_1911,OK
Cagliari,1911,16597,92,Cagliari,TAVOLA_1911,OK
Caltanissetta,1911,12637,85,Caltanissetta,TAVOLA_1911,OK
Campobasso,1911,10816,70,Campobasso,TAVOLA_1911,OK
Caserta,1911,24479,61,Caserta,TAVOLA_1911,OK
Catania,1911,24274,87,Catania,TAVOLA_1911,OK
Catanzaro,1911,15673,79,Catanzaro,TAVOLA_1911,OK
Chieti,1911,10681,69,Chieti,TAVOLA_1911,OK
Como,1911,19097,13,Como,TAVOLA_1911,OK
Cosenza,1911,16290,78,Cosenza,TAVOLA_1911,CHECK
Cremona,1911,10907,19,Cremona,TAVOLA_1911,OK
Cuneo,1911,18134,4,Cuneo,TAVOLA_1911,OK
Ferrara,1911,11937,38,Ferrara,TAVOLA_1911,OK
Firenze,1911,26587,48,Firenze,TAVOLA_1911,CHECK
Foggia,1911,16615,71,Foggia,TAVOLA_1911,OK
Forlì,1911,10956,40,Forlì,TAVOLA_1911,OK
Genova,1911,26223,10,Genova,TAVOLA_1911,OK
Girgenti,1911,14368,84,Girgenti,TAVOLA_1911,OK
Grosseto,1911,4555,53,Grosseto,TAVOLA_1911,CHECK
Lecco,1911,28518,75,Lecce,TAVOLA_1911,OK
Livorno,1911,3330,49,Livorno,TAVOLA_1911,OK
Lucca,1911,9084,46,Lucca,TAVOLA_1911,OK
Macerata,1911,8224,43,Macerata,TAVOLA_1911,OK
Mantova,1911,11388,20,Mantova,TAVOLA_1911,OK
Massa e Carrara,1911,7213,45,Massa e Carrara,TAVOLA_1911,OK
Messina,1911,16210,83,Messina,TAVOLA_1911,OK
Milano,1911,55618,15,Milano,TAVOLA_1911,OK
Modena,1911,13027,36,Modena,TAVOLA_1911,OK
Napoli,1911,39316,63,Napoli,TAVOLA_1911,OK
Novara,1911,17071,3,Novara,TAVOLA_1911,OK
Padova,1911,19740,28,Padova,TAVOLA_1911,OK
Palermo,1911,25016,82,Palermo,TAVOLA_1911,OK
Parma,1911,10785,34,Parma,TAVOLA_1911,CHECK
Pavia,1911,12620,18,Pavia,TAVOLA_1911,OK
Perugia,1911,20666,54,Umbria,TAVOLA_1911,OK
Pesaro e Urbino,1911,8950,41,Pesaro e Urbino,TAVOLA_1911,OK
Piacenza,1911,8333,33,Piacenza,TAVOLA_1911,OK
Pisa,1911,9343,50,Pisa,TAVOLA_1911,OK
Porto Maurizio,1911,3032,8,Porto Maurizio,TAVOLA_1911,OK
Potenza,1911,16884,76,Potenza,TAVOLA_1911,OK
Ravenna,1911,6869,39,Ravenna,TAVOLA_1911,OK
Reggio di Calabria,1911,16236,80,Reggio di Calabria,TAVOLA_1911,OK
Reggio nell'Emilia,1911,11890,35,Reggio nell'Emilia,TAVOLA_1911,OK
Roma,1911,38867,58,Roma,TAVOLA_1911,OK
Rovigo,1911,10200,29,Rovigo,TAVOLA_1911,OK
Salerno,1911,17775,65,Salerno,TAVOLA_1911,OK
Sassari,1911,10685,90,Sassari,TAVOLA_1911,OK
Siena,1911,6553,52,Siena,TAVOLA_1911,OK
Siracusa,1911,15523,89,Siracusa,TAVOLA_1911,CHECK
Sondrio,1911,4218,14,Sondrio,TAVOLA_1911,OK
Teramo,1911,9192,67,Teramo,TAVOLA_1911,OK
Torino,1911,25932,1,Torino,TAVOLA_1911,OK
Trapani,1911,10584,81,Trapani,TAVOLA_1911,OK
Treviso,1911,18706,26,Treviso,TAVOLA_1911,OK
Udine,1911,24613,30,Udine,TAVOLA_1911,OK
Venezia,1911,17131,27,Venezia,TAVOLA_1911,OK
Verona,1911,14964,23,Verona,TAVOLA_1911,OK
Vicenza,1911,18034,24,Vicenza,TAVOLA_1911,OK
Alessandria,1921,16226,6,Alessandria,TAVOLA_I_1921,OK
Ancona,1921,10597,42,Ancona,TAVOLA_I_1921,OK
Aquila degli Abruzzi,1921,13877,66,Aquila degli Abruzzi,TAVOLA_I_1921,OK
Arezzo,1921,9930,51,Arezzo,TAVOLA_I_1921,OK
Ascoli Piceno,1921,8589,44,Ascoli Piceno,TAVOLA_I_1921,OK
Avellino,1921,14797,64,Avellino,TAVOLA_I_1921,OK
Bari delle Puglie,1921,33083,72,Bari delle Puglie,TAVOLA_I_1921,OK
Belluno,1921,8476,25,Belluno,TAVOLA_I_1921,OK
Benevento,1921,9082,62,Benevento,TAVOLA_I_1921,OK
Bergamo,1921,23130,16,Bergamo,TAVOLA_I_1921,OK
Bologna,1921,17286,37,Bologna,TAVOLA_I_1921,OK
Brescia,1921,22379,17,Brescia,TAVOLA_I_1921,OK
Cagliari,1921,16261,92,Cagliari,TAVOLA_I_1921,OK
Caltanissetta,1921,10642,85,Caltanissetta,TAVOLA_I_1921,OK
Campobasso,1921,12205,70,Campobasso,TAVOLA_I_1921,OK
Caserta,1921,29635,61,Caserta,TAVOLA_I_1921,OK
Catania,1921,23957,87,Catania,TAVOLA_I_1921,OK
Catanzaro,1921,19521,79,Catanzaro,TAVOLA_I_1921,OK
Chieti,1921,13530,69,Chieti,TAVOLA_I_1921,OK
Como,1921,15918,13,Como,TAVOLA_I_1921,OK
Cosenza,1921,18342,78,Cosenza,TAVOLA_I_1921,OK
Cremona,1921,10216,19,Cremona,TAVOLA_I_1921,OK
Cuneo,1921,15339,4,Cuneo,TAVOLA_I_1921,OK
Ferrara,1921,12509,38,Ferrara,TAVOLA_I_1921,OK
Firenze,1921,27533,48,Firenze,TAVOLA_I_1921,OK
Foggia,1921,17796,71,Foggia,TAVOLA_I_1921,OK
Forlì,1921,11596,40,Forlì,TAVOLA_I_1921,OK
Genova,1921,25060,10,Genova,TAVOLA_I_1921,OK
Girgenti,1921,12123,84,Girgenti,TAVOLA_I_1921,OK
Grosseto,1921,5259,53,Grosseto,TAVOLA_I_1921,OK
Lecce,1921,31563,75,Lecce,TAVOLA_I_1921,OK
Livorno,1921,3478,49,Livorno,TAVOLA_I_1921,OK
Lucca,1921,9618,46,Lucca,TAVOLA_I_1921,OK
Macerata,1921,8545,43,Macerata,TAVOLA_I_1921,OK
Mantova,1921,11390,20,Mantova,TAVOLA_I_1921,OK
Massa e Carrara,1921,8053,45,Massa e Carrara,TAVOLA_I_1921,OK
Messina,1921,16869,83,Messina,TAVOLA_I_1921,OK
Milano,1921,46982,15,Milano,TAVOLA_I_1921,OK
Modena,1921,13648,36,Modena,TAVOLA_I_1921,OK
Napoli,1921,46557,63,Napoli,TAVOLA_I_1921,OK
Novara,1921,13565,3,Novara,TAVOLA_I_1921,OK
Padova,1921,20192,28,Padova,TAVOLA_I_1921,OK
Palermo,1921,23473,82,Palermo,TAVOLA_I_1921,OK
Parma,1921,9912,34,Parma,TAVOLA_I_1921,OK
Pavia,1921,9664,18,Pavia,TAVOLA_I_1921,OK
Perugia,1921,24812,54,Umbria,TAVOLA_I_1921,OK
Pesaro e Urbino,1921,9665,41,Pesaro e Urbino,TAVOLA_I_1921,OK
Piacenza,1921,7417,33,Piacenza,TAVOLA_I_1921,OK
Pisa,1921,9748,50,Pisa,TAVOLA_I_1921,OK
Porto Maurizio,1921,2856,8,Porto Maurizio,TAVOLA_I_1921,OK
Potenza,1921,17750,76,Potenza,TAVOLA_I_1921,OK
Ravenna,1921,6533,39,Ravenna,TAVOLA_I_1921,OK
Reggio di Calabria,1921,16922,80,Reggio di Calabria,TAVOLA_I_1921,OK
Reggio nell' Emilia,1921,11527,35,Reggio nell'Emilia,TAVOLA_I_1921,OK
Roma,1921,45058,58,Roma,TAVOLA_I_1921,OK
Rovigo,1921,11083,29,Rovigo,TAVOLA_I_1921,OK
Salerno,1921,20646,65,Salerno,TAVOLA_I_1921,OK
Sassari,1921,9940,90,Sassari,TAVOLA_I_1921,OK
Siena,1921,7214,52,Siena,TAVOLA_I_1921,OK
Siracusa,1921,14605,89,Siracusa,TAVOLA_I_1921,OK
Sondrio,1921,4017,14,Sondrio,TAVOLA_I_1921,OK
Teramo,1921,11003,67,Teramo,TAVOLA_I_1921,OK
Torino,1921,23283,1,Torino,TAVOLA_I_1921,OK
Trapani,1921,9403,81,Trapani,TAVOLA_I_1921,OK
Treviso,1921,20066,26,Treviso,TAVOLA_I_1921,OK
Udine,1921,24773,30,Udine,TAVOLA_I_1921,OK
Venezia,1921,17938,27,Venezia,TAVOLA_I_1921,OK
Verona,1921,15323,23,Verona,TAVOLA_I_1921,OK
Vicenza,1921,18329,24,Vicenza,TAVOLA_I_1921,OK
Agrigento,1931,13019,84,Girgenti,TAVOLA_1931,OK
Alessandria,1931,11497,6,Alessandria,TAVOLA_1931,OK
Ancona,1931,8729,42,Ancona,TAVOLA_1931,OK
Aosta,1931,4026,,,TAVOLA_1931,CHECK
Aquila degli Abruzzi,1931,9911,66,Aquila degli Abruzzi,TAVOLA_1931,OK
Arezzo,1931,7582,51,Arezzo,TAVOLA_1931,CHECK
Ascoli Piceno,1931,7737,44,Ascoli Piceno,TAVOLA_1931,OK
Avellino,1931,14569,64,Avellino,TAVOLA_1931,CHECK
Barl,1931,31545,72,Bari delle Puglie,TAVOLA_1931,CHECK
Belluno,1931,4846,25,Belluno,TAVOLA_1931,OK
Benevento,1931,10548,62,Benevento,TAVOLA_1931,OK
Bergamo,1931,18811,16,Bergamo,TAVOLA_1931,OK
Bologna,1931,12644,37,Bologna,TAVOLA_1931,OK
Bolzano,1931,6440,,,TAVOLA_1931,OK
Brescia,1931,20831,17,Brescia,TAVOLA_1931,CHECK
Brindisi,1931,7562,,,TAVOLA_1931,OK
Cagliari,1931,13949,92,Cagliari,TAVOLA_1931,OK
Caltanissetta,1931,8296,85,Caltanissetta,TAVOLA_1931,OK
Campobasso,1931,11759,70,Campobasso,TAVOLA_1931,OK
Catania,1931,19184,87,Catania,TAVOLA_1931,OK
Catanzaro,1931,19241,79,Catanzaro,TAVOLA_1931,OK
Chieti,1931,10699,69,Chieti,TAVOLA_1931,OK
Como,1931,10454,13,Como,TAVOLA_1931,OK
Cosenza,1931,18191,78,Cosenza,TAVOLA_1931,OK
Cremona,1931,8330,19,Cremona,TAVOLA_1931,OK
Cuneo,1931,12845,4,Cuneo,TAVOLA_1931,CHECK
Enna,1931,6556,,,TAVOLA_1931,OK
Ferrara,1931,9341,38,Ferrara,TAVOLA_1931,CHECK
Firenze,1931,14076,48,Firenze,TAVOLA_1931,OK
Fiume,1931,2021,,,TAVOLA_1931,CHECK
Foggia,1931,16410,71,Foggia,TAVOLA_1931,OK
Forlì,1931,10380,40,Forlì,TAVOLA_1931,OK
Frosinone,1931,13338,,,TAVOLA_1931,OK
Genova,1931,12141,10,Genova,TAVOLA_1931,OK
Gorizia,1931,4105,,,TAVOLA_1931,OK
Grosseto,1931,3834,53,Grosseto,TAVOLA_1931,CHECK
Imperia,1931,2562,8,Porto Maurizio,TAVOLA_1931,OK
La Spezia,1931,4064,,,TAVOLA_1931,OK
Lecce,1931,16444,75,Lecce,TAVOLA_1931,CHECK
Livorno,1931,4425,49,Livorno,TAVOLA_1931,OK
Lucca,1931,6658,46,Lucca,TAVOLA_1931,OK
Macerata,1931,6991,43,Macerata,TAVOLA_1931,OK
Mantova,1931,8971,20,Mantova,TAVOLA_1931,CHECK
Massa e Carrara,1931,4673,45,Massa e Carrara,TAVOLA_1931,OK
Matera,1931,5393,,,TAVOLA_1931,OK
Messina,1931,15933,83,Messina,TAVOLA_1931,CHECK
Milano,1931,39383,15,Milano,TAVOLA_1931,CHECK
Modena,1931,10854,36,Modena,TAVOLA_1931,OK
Napoli,1931,63157,63,Napoli,TAVOLA_1931,OK
Novara,1931,6439,3,Novara,TAVOLA_1931,OK
Nuoro,1931,6089,,,TAVOLA_1931,OK
Padova,1931,13177,28,Padova,TAVOLA_1931,CHECK
Palermo,1931,23641,82,Palermo,TAVOLA_1931,OK
Parma,1931,7268,34,Parma,TAVOLA_1931,OK
Pavia,1931,7768,18,Pavia,TAVOLA_1931,CHECK
Perugia,1931,13253,54,Umbria,TAVOLA_1931,OK
Pesaro e Urbino,1931,8039,41,Pesaro e Urbino,TAVOLA_1931,OK
Pescara,1931,5599,,,TAVOLA_1931,OK
Piacenza,1931,6185,33,Piacenza,TAVOLA_1931,OK
Pisa,1931,6181,50,Pisa,TAVOLA_1931,OK
Pistoia,1931,3802,,,TAVOLA_1931,OK
Pola,1931,7113,,,TAVOLA_1931,OK
Potenza,1931,12413,76,Potenza,TAVOLA_1931,OK
Ragusa,1931,6116,,,TAVOLA_1931,OK
Ravenna,1931,4302,39,Ravenna,TAVOLA_1931,CHECK
Reggio di Calabria,1931,17010,80,Reggio di Calabria,TAVOLA_1931,OK
Reggio nell'Emilia,1931,8183,35,Reggio nell'Emilia,TAVOLA_1931,OK
Rieti,1931,4231,,,TAVOLA_1931,OK
Roma,1931,37826,58,Roma,TAVOLA_1931,OK
Rovigo,1931,10193,29,Rovigo,TAVOLA_1931,OK
Salerno,1931,21740,65,Salerno,TAVOLA_1931,OK
Sassari,1931,8048,90,Sassari,TAVOLA_1931,OK
Savona,1931,3692,,,TAVOLA_1931,OK
Siena,1931,5212,52,Siena,TAVOLA_1931,CHECK
Siracusa,1931,7238,89,Siracusa,TAVOLA_1931,OK
Sondrio,1931,3587,14,Sondrio,TAVOLA_1931,OK
Taranto,1931,9805,,,TAVOLA_1931,OK
Teramo,1931,7061,67,Teramo,TAVOLA_1931,CHECK
Terni,1931,4002,,,TAVOLA_1931,OK
Torino,1931,17311,1,Torino,TAVOLA_1931,OK
Trapani,1931,8764,81,Trapani,TAVOLA_1931,OK
Trento,1931,8032,,,TAVOLA_1931,CHECK
Treviso,1931,14770,26,Treviso,TAVOLA_1931,CHECK
Trieste,1931,5768,,,TAVOLA_1931,OK
Udine,1931,15219,30,Udine,TAVOLA_1931,OK
Varese,1931,6832,,,TAVOLA_1931,CHECK
Venezia,1931,16267,27,Venezia,TAVOLA_1931,OK
Vercelli,1931,5259,,,TAVOLA_1931,OK
Verona,1931,13005,23,Verona,TAVOLA_1931,OK
Vicenza,1931,13886,24,Vicenza,TAVOLA_1931,OK
Viterbo,1931,5236,,,TAVOLA_1931,CHECK
Zara,1931,475,,,TAVOLA_1931,OK
