COD_PROV,year,births,cbr
55,1887,22786,37.94
23,1887,112536,38.68
24,1887,112536,38.68
25,1887,112536,38.68
26,1887,112536,38.68
27,1887,112536,38.68
28,1887,112536,38.68
29,1887,112536,38.68
30,1887,112536,38.68
66,1888,52162,38.35
67,1888,52162,38.35
68,1888,52162,38.35
69,1888,52162,38.35
70,1888,52162,38.35
76,1888,20645,40.28
77,1888,20645,40.28
78,1888,51395,39.63
79,1888,51395,39.63
80,1888,51395,39.63
61,1888,112573,37.68
62,1888,112573,37.68
63,1888,112573,37.68
64,1888,112573,37.68
65,1888,112573,37.68
33,1888,84280,37.06
34,1888,84280,37.06
35,1888,84280,37.06
36,1888,84280,37.06
37,1888,84280,37.06
38,1888,84280,37.06
39,1888,84280,37.06
40,1888,84280,37.06
56,1888,37041,36.84
57,1888,37041,36.84
58,1888,37041,36.84
59,1888,37041,36.84
60,1888,37041,36.84
8,1888,31568,32.99
9,1888,31568,32.99
10,1888,31568,32.99
11,1888,31568,32.99
12,1888,144710,37.97
13,1888,144710,37.97
14,1888,144710,37.97
15,1888,144710,37.97
16,1888,144710,37.97
17,1888,144710,37.97
18,1888,144710,37.97
19,1888,144710,37.97
20,1888,144710,37.97
41,1888,35878,36.55
42,1888,35878,36.55
43,1888,35878,36.55
44,1888,35878,36.55
1,1888,110872,35.14
2,1888,110872,35.14
3,1888,110872,35.14
4,1888,110872,35.14
5,1888,110872,35.14
6,1888,110872,35.14
7,1888,110872,35.14
71,1888,76760,44.69
72,1888,76760,44.69
73,1888,76760,44.69
74,1888,76760,44.69
75,1888,76760,44.69
90,1888,25019,34.76
91,1888,25019,34.76
92,1888,25019,34.76
81,1888,130320,41.55
82,1888,130320,41.55
83,1888,130320,41.55
84,1888,130320,41.55
85,1888,130320,41.55
86,1888,130320,41.55
87,1888,130320,41.55
88,1888,130320,41.55
89,1888,130320,41.55
45,1888,79846,34.31
46,1888,79846,34.31
47,1888,79846,34.31
48,1888,79846,34.31
49,1888,79846,34.31
50,1888,79846,34.31
51,1888,79846,34.31
52,1888,79846,34.31
53,1888,79846,34.31
54,1888,20510,33.89
55,1888,20510,33.89
23,1888,105984,36.23
24,1888,105984,36.23
25,1888,105984,36.23
26,1888,105984,36.23
27,1888,105984,36.23
28,1888,105984,36.23
29,1888,105984,36.23
30,1888,105984,36.23
66,1890,53203,38.77
67,1890,53203,38.77
68,1890,53203,38.77
69,1890,53203,38.77
70,1890,53203,38.77
76,1890,19427,38.16
77,1890,19427,38.16
78,1890,48481,37.07
79,1890,48481,37.07
80,1890,48481,37.07
61,1890,110701,36.73
62,1890,110701,36.73
63,1890,110701,36.73
64,1890,110701,36.73
65,1890,110701,36.73
33,1890,83327,36.22
34,1890,83327,36.22
35,1890,83327,36.22
36,1890,83327,36.22
37,1890,83327,36.22
38,1890,83327,36.22
39,1890,83327,36.22
40,1890,83327,36.22
56,1890,37183,35.93
57,1890,37183,35.93
58,1890,37183,35.93
59,1890,37183,35.93
60,1890,37183,35.93
8,1890,30645,31.42
9,1890,30645,31.42
10,1890,30645,31.42
11,1890,30645,31.42
12,1890,137122,35.31
13,1890,137122,35.31
14,1890,137122,35.31
15,1890,137122,35.31
16,1890,137122,35.31
17,1890,137122,35.31
18,1890,137122,35.31
19,1890,137122,35.31
20,1890,137122,35.31
41,1890,36360,36.6
42,1890,36360,36.6
43,1890,36360,36.6
44,1890,36360,36.6
1,1890,101622,31.96
2,1890,101622,31.96
3,1890,101622,31.96
4,1890,101622,31.96
5,1890,101622,31.96
6,1890,101622,31.96
7,1890,101622,31.96
71,1890,71333,40.66
72,1890,71333,40.66
73,1890,71333,40.66
74,1890,71333,40.66
75,1890,71333,40.66
90,1890,24241,33.17
91,1890,24241,33.17
92,1890,24241,33.17
81,1890,125772,39.35
82,1890,125772,39.35
83,1890,125772,39.35
84,1890,125772,39.35
85,1890,125772,39.35
86,1890,125772,39.35
87,1890,125772,39.35
88,1890,125772,39.35
89,1890,125772,39.35
45,1890,79651,33.74
46,1890,79651,33.74
47,1890,79651,33.74
48,1890,79651,33.74
49,1890,79651,33.74
50,1890,79651,33.74
51,1890,79651,33.74
52,1890,79651,33.74
53,1890,79651,33.74
54,1890,21247,34.56
55,1890,21247,34.56
23,1890,102788,34.76
24,1890,102788,34.76
25,1890,102788,34.76
26,1890,102788,34.76
27,1890,102788,34.76
28,1890,102788,34.76
29,1890,102788,34.76
30,1890,102788,34.76
66,1892,54257,39.18
67,1892,54257,39.18
68,1892,54257,39.18
69,1892,54257,39.18
70,1892,54257,39.18
76,1892,20731,41.0
77,1892,20731,41.0
78,1892,54238,41.12
79,1892,54238,41.12
80,1892,54238,41.12
61,1892,117841,38.76
62,1892,117841,38.76
63,1892,117841,38.76
64,1892,117841,38.76
65,1892,117841,38.76
33,1892,81948,35.22
34,1892,81948,35.22
35,1892,81948,35.22
36,1892,81948,35.22
37,1892,81948,35.22
38,1892,81948,35.22
39,1892,81948,35.22
40,1892,81948,35.22
56,1892,37905,35.62
57,1892,37905,35.62
58,1892,37905,35.62
59,1892,37905,35.62
60,1892,37905,35.62
8,1892,31110,31.31
9,1892,31110,31.31
10,1892,31110,31.31
11,1892,31110,31.31
12,1892,136727,34.57
13,1892,136727,34.57
14,1892,136727,34.57
15,1892,136727,34.57
16,1892,136727,34.57
17,1892,136727,34.57
18,1892,136727,34.57
19,1892,136727,34.57
20,1892,136727,34.57
41,1892,37783,37.57
42,1892,37783,37.57
43,1892,37783,37.57
44,1892,37783,37.57
1,1892,98699,30.8
2,1892,98699,30.8
3,1892,98699,30.8
4,1892,98699,30.8
5,1892,98699,30.8
6,1892,98699,30.8
7,1892,98699,30.8
71,1892,76366,42.64
72,1892,76366,42.64
73,1892,76366,42.64
74,1892,76366,42.64
75,1892,76366,42.64
90,1892,25446,34.31
91,1892,25446,34.31
92,1892,25446,34.31
81,1892,130886,40.2
82,1892,130886,40.2
83,1892,130886,40.2
84,1892,130886,40.2
85,1892,130886,40.2
86,1892,130886,40.2
87,1892,130886,40.2
88,1892,130886,40.2
89,1892,130886,40.2
45,1892,81361,33.97
46,1892,81361,33.97
47,1892,81361,33.97
48,1892,81361,33.97
49,1892,81361,33.97
50,1892,81361,33.97
51,1892,81361,33.97
52,1892,81361,33.97
53,1892,81361,33.97
54,1892,21790,34.91
55,1892,21790,34.91
23,1892,103485,34.62
24,1892,103485,34.62
25,1892,103485,34.62
26,1892,103485,34.62
27,1892,103485,34.62
28,1892,103485,34.62
29,1892,103485,34.62
30,1892,103485,34.62
66,1893,54825,39.42
67,1893,54825,39.42
68,1893,54825,39.42
69,1893,54825,39.42
70,1893,54825,39.42
76,1893,20574,40.83
77,1893,20574,40.83
78,1893,54440,41.1
79,1893,54440,41.1
80,1893,54440,41.1
61,1893,113273,37.1
62,1893,113273,37.1
63,1893,113273,37.1
64,1893,113273,37.1
65,1893,113273,37.1
33,1893,86779,37.09
34,1893,86779,37.09
35,1893,86779,37.09
36,1893,86779,37.09
37,1893,86779,37.09
38,1893,86779,37.09
39,1893,86779,37.09
40,1893,86779,37.09
56,1893,37504,34.76
57,1893,37504,34.76
58,1893,37504,34.76
59,1893,37504,34.76
60,1893,37504,34.76
8,1893,31653,31.56
9,1893,31653,31.56
10,1893,31653,31.56
11,1893,31653,31.56
12,1893,145451,36.44
13,1893,145451,36.44
14,1893,145451,36.44
15,1893,145451,36.44
16,1893,145451,36.44
17,1893,145451,36.44
18,1893,145451,36.44
19,1893,145451,36.44
20,1893,145451,36.44
41,1893,38135,37.69
42,1893,38135,37.69
43,1893,38135,37.69
44,1893,38135,37.69
1,1893,102660,31.91
2,1893,102660,31.91
3,1893,102660,31.91
4,1893,102660,31.91
5,1893,102660,31.91
6,1893,102660,31.91
7,1893,102660,31.91
71,1893,74105,40.95
72,1893,74105,40.95
73,1893,74105,40.95
74,1893,74105,40.95
75,1893,74105,40.95
90,1893,26315,35.22
91,1893,26315,35.22
92,1893,26315,35.22
81,1893,129077,39.29
82,1893,129077,39.29
83,1893,129077,39.29
84,1893,129077,39.29
85,1893,129077,39.29
86,1893,129077,39.29
87,1893,129077,39.29
88,1893,129077,39.29
89,1893,129077,39.29
45,1893,80461,33.36
46,1893,80461,33.36
47,1893,80461,33.36
48,1893,80461,33.36
49,1893,80461,33.36
50,1893,80461,33.36
51,1893,80461,33.36
52,1893,80461,33.36
53,1893,80461,33.36
54,1893,22356,35.54
55,1893,22356,35.54
23,1893,108688,36.17
24,1893,108688,36.17
25,1893,108688,36.17
26,1893,108688,36.17
27,1893,108688,36.17
28,1893,108688,36.17
29,1893,108688,36.17
30,1893,108688,36.17
66,1895,52862,37.67
67,1895,52862,37.67
68,1895,52862,37.67
69,1895,52862,37.67
70,1895,52862,37.67
76,1895,19321,38.61
77,1895,19321,38.61
78,1895,50576,37.87
79,1895,50576,37.87
80,1895,50576,37.87
61,1895,112163,36.42
62,1895,112163,36.42
63,1895,112163,36.42
64,1895,112163,36.42
65,1895,112163,36.42
33,1895,84040,35.53
34,1895,84040,35.53
35,1895,84040,35.53
36,1895,84040,35.53
37,1895,84040,35.53
38,1895,84040,35.53
39,1895,84040,35.53
40,1895,84040,35.53
56,1895,36367,32.81
57,1895,36367,32.81
58,1895,36367,32.81
59,1895,36367,32.81
60,1895,36367,32.81
8,1895,30718,30.08
9,1895,30718,30.08
10,1895,30718,30.08
11,1895,30718,30.08
12,1895,140194,34.5
13,1895,140194,34.5
14,1895,140194,34.5
15,1895,140194,34.5
16,1895,140194,34.5
17,1895,140194,34.5
18,1895,140194,34.5
19,1895,140194,34.5
20,1895,140194,34.5
41,1895,37770,36.89
42,1895,37770,36.89
43,1895,37770,36.89
44,1895,37770,36.89
1,1895,100044,30.87
2,1895,100044,30.87
3,1895,100044,30.87
4,1895,100044,30.87
5,1895,100044,30.87
6,1895,100044,30.87
7,1895,100044,30.87
71,1895,72502,39.27
72,1895,72502,39.27
73,1895,72502,39.27
74,1895,72502,39.27
75,1895,72502,39.27
90,1895,24440,32.24
91,1895,24440,32.24
92,1895,24440,32.24
81,1895,119174,35.63
82,1895,119174,35.63
83,1895,119174,35.63
84,1895,119174,35.63
85,1895,119174,35.63
86,1895,119174,35.63
87,1895,119174,35.63
88,1895,119174,35.63
89,1895,119174,35.63
45,1895,82037,33.55
46,1895,82037,33.55
47,1895,82037,33.55
48,1895,82037,33.55
49,1895,82037,33.55
50,1895,82037,33.55
51,1895,82037,33.55
52,1895,82037,33.55
53,1895,82037,33.55
54,1895,21867,34.25
55,1895,21867,34.25
23,1895,108028,35.57
24,1895,108028,35.57
25,1895,108028,35.57
26,1895,108028,35.57
27,1895,108028,35.57
28,1895,108028,35.57
29,1895,108028,35.57
30,1895,108028,35.57
66,1896,50179,35.61
67,1896,50179,35.61
68,1896,50179,35.61
69,1896,50179,35.61
70,1896,50179,35.61
76,1896,19989,40.08
77,1896,19989,40.08
78,1896,54744,40.82
79,1896,54744,40.82
80,1896,54744,40.82
61,1896,111819,36.16
62,1896,111819,36.16
63,1896,111819,36.16
64,1896,111819,36.16
65,1896,111819,36.16
33,1896,80378,33.79
34,1896,80378,33.79
35,1896,80378,33.79
36,1896,80378,33.79
37,1896,80378,33.79
38,1896,80378,33.79
39,1896,80378,33.79
40,1896,80378,33.79
56,1896,36545,32.54
57,1896,36545,32.54
58,1896,36545,32.54
59,1896,36545,32.54
60,1896,36545,32.54
8,1896,30236,29.34
9,1896,30236,29.34
10,1896,30236,29.34
11,1896,30236,29.34
12,1896,142239,34.7
13,1896,142239,34.7
14,1896,142239,34.7
15,1896,142239,34.7
16,1896,142239,34.7
17,1896,142239,34.7
18,1896,142239,34.7
19,1896,142239,34.7
20,1896,142239,34.7
41,1896,36029,34.99
42,1896,36029,34.99
43,1896,36029,34.99
44,1896,36029,34.99
1,1896,99181,30.49
2,1896,99181,30.49
3,1896,99181,30.49
4,1896,99181,30.49
5,1896,99181,30.49
6,1896,99181,30.49
7,1896,99181,30.49
71,1896,76172,40.85
72,1896,76172,40.85
73,1896,76172,40.85
74,1896,76172,40.85
75,1896,76172,40.85
90,1896,24438,32.01
91,1896,24438,32.01
92,1896,24438,32.01
81,1896,128785,38.16
82,1896,128785,38.16
83,1896,128785,38.16
84,1896,128785,38.16
85,1896,128785,38.16
86,1896,128785,38.16
87,1896,128785,38.16
88,1896,128785,38.16
89,1896,128785,38.16
45,1896,76906,31.23
46,1896,76906,31.23
47,1896,76906,31.23
48,1896,76906,31.23
49,1896,76906,31.23
50,1896,76906,31.23
51,1896,76906,31.23
52,1896,76906,31.23
53,1896,76906,31.23
54,1896,20796,32.33
55,1896,20796,32.33
23,1896,107070,35.07
24,1896,107070,35.07
25,1896,107070,35.07
26,1896,107070,35.07
27,1896,107070,35.07
28,1896,107070,35.07
29,1896,107070,35.07
30,1896,107070,35.07
66,1898,50338,35.41
67,1898,50338,35.41
68,1898,50338,35.41
69,1898,50338,35.41
70,1898,50338,35.41
76,1898,18985,38.33
77,1898,18985,38.33
78,1898,50596,37.41
79,1898,50596,37.41
80,1898,50596,37.41
61,1898,110218,35.34
62,1898,110218,35.34
63,1898,110218,35.34
64,1898,110218,35.34
65,1898,110218,35.34
33,1898,76451,31.79
34,1898,76451,31.79
35,1898,76451,31.79
36,1898,76451,31.79
37,1898,76451,31.79
38,1898,76451,31.79
39,1898,76451,31.79
40,1898,76451,31.79
56,1898,35734,31.01
57,1898,35734,31.01
58,1898,35734,31.01
59,1898,35734,31.01
60,1898,35734,31.01
8,1898,28872,27.53
9,1898,28872,27.53
10,1898,28872,27.53
11,1898,28872,27.53
12,1898,139672,33.48
13,1898,139672,33.48
14,1898,139672,33.48
15,1898,139672,33.48
16,1898,139672,33.48
17,1898,139672,33.48
18,1898,139672,33.48
19,1898,139672,33.48
20,1898,139672,33.48
41,1898,34117,32.75
42,1898,34117,32.75
43,1898,34117,32.75
44,1898,34117,32.75
1,1898,97133,29.63
2,1898,97133,29.63
3,1898,97133,29.63
4,1898,97133,29.63
5,1898,97133,29.63
6,1898,97133,29.63
7,1898,97133,29.63
71,1898,75953,39.94
72,1898,75953,39.94
73,1898,75953,39.94
74,1898,75953,39.94
75,1898,75953,39.94
90,1898,25033,32.33
91,1898,25033,32.33
92,1898,25033,32.33
81,1898,126221,36.75
82,1898,126221,36.75
83,1898,126221,36.75
84,1898,126221,36.75
85,1898,126221,36.75
86,1898,126221,36.75
87,1898,126221,36.75
88,1898,126221,36.75
89,1898,126221,36.75
45,1898,76329,30.58
46,1898,76329,30.58
47,1898,76329,30.58
48,1898,76329,30.58
49,1898,76329,30.58
50,1898,76329,30.58
51,1898,76329,30.58
52,1898,76329,30.58
53,1898,76329,30.58
54,1898,20322,31.13
55,1898,20322,31.13
23,1898,104100,33.75
24,1898,104100,33.75
25,1898,104100,33.75
26,1898,104100,33.75
27,1898,104100,33.75
28,1898,104100,33.75
29,1898,104100,33.75
30,1898,104100,33.75
66,1900,50580,35.28
67,1900,50580,35.28
68,1900,50580,35.28
69,1900,50580,35.28
70,1900,50580,35.28
76,1900,18832,38.28
77,1900,18832,38.28
78,1900,48408,35.5
79,1900,48408,35.5
80,1900,48408,35.5
61,1900,105026,33.39
62,1900,105026,33.39
63,1900,105026,33.39
64,1900,105026,33.39
65,1900,105026,33.39
33,1900,78103,32.13
34,1900,78103,32.13
35,1900,78103,32.13
36,1900,78103,32.13
37,1900,78103,32.13
38,1900,78103,32.13
39,1900,78103,32.13
40,1900,78103,32.13
56,1900,35530,30.06
57,1900,35530,30.06
58,1900,35530,30.06
59,1900,35530,30.06
60,1900,35530,30.06
8,1900,29306,27.46
9,1900,29306,27.46
10,1900,29306,27.46
11,1900,29306,27.46
12,1900,145200,34.22
13,1900,145200,34.22
14,1900,145200,34.22
15,1900,145200,34.22
16,1900,145200,34.22
17,1900,145200,34.22
18,1900,145200,34.22
19,1900,145200,34.22
20,1900,145200,34.22
41,1900,33049,31.36
42,1900,33049,31.36
43,1900,33049,31.36
44,1900,33049,31.36
1,1900,96460,29.21
2,1900,96460,29.21
3,1900,96460,29.21
4,1900,96460,29.21
5,1900,96460,29.21
6,1900,96460,29.21
7,1900,96460,29.21
71,1900,76194,39.31
72,1900,76194,39.31
73,1900,76194,39.31
74,1900,76194,39.31
75,1900,76194,39.31
90,1900,24899,31.71
91,1900,24899,31.71
92,1900,24899,31.71
81,1900,118775,33.99
82,1900,118775,33.99
83,1900,118775,33.99
84,1900,118775,33.99
85,1900,118775,33.99
86,1900,118775,33.99
87,1900,118775,33.99
88,1900,118775,33.99
89,1900,118775,33.99
45,1900,76515,30.24
46,1900,76515,30.24
47,1900,76515,30.24
48,1900,76515,30.24
49,1900,76515,30.24
50,1900,76515,30.24
51,1900,76515,30.24
52,1900,76515,30.24
53,1900,76515,30.24
54,1900,20299,30.65
55,1900,20299,30.65
23,1900,110200,35.36
24,1900,110200,35.36
25,1900,110200,35.36
26,1900,110200,35.36
27,1900,110200,35.36
28,1900,110200,35.36
29,1900,110200,35.36
30,1900,110200,35.36
66,1897,51246,36.21
67,1897,51246,36.21
68,1897,51246,36.21
69,1897,51246,36.21
70,1897,51246,36.21
76,1897,19535,39.3
77,1897,19535,39.3
78,1897,51159,37.99
79,1897,51159,37.99
80,1897,51159,37.99
61,1897,108971,35.09
62,1897,108971,35.09
63,1897,108971,35.09
64,1897,108971,35.09
65,1897,108971,35.09
33,1897,84342,35.27
34,1897,84342,35.27
35,1897,84342,35.27
36,1897,84342,35.27
37,1897,84342,35.27
38,1897,84342,35.27
39,1897,84342,35.27
40,1897,84342,35.27
56,1897,36919,32.45
57,1897,36919,32.45
58,1897,36919,32.45
59,1897,36919,32.45
60,1897,36919,32.45
8,1897,30126,28.98
9,1897,30126,28.98
10,1897,30126,28.98
11,1897,30126,28.98
12,1897,143728,34.75
13,1897,143728,34.75
14,1897,143728,34.75
15,1897,143728,34.75
16,1897,143728,34.75
17,1897,143728,34.75
18,1897,143728,34.75
19,1897,143728,34.75
20,1897,143728,34.75
41,1897,37520,36.22
42,1897,37520,36.22
43,1897,37520,36.22
44,1897,37520,36.22
1,1897,99193,30.37
2,1897,99193,30.37
3,1897,99193,30.37
4,1897,99193,30.37
5,1897,99193,30.37
6,1897,99193,30.37
7,1897,99193,30.37
71,1897,75746,40.22
72,1897,75746,40.22
73,1897,75746,40.22
74,1897,75746,40.22
75,1897,75746,40.22
90,1897,25323,32.93
91,1897,25323,32.93
92,1897,25323,32.93
81,1897,124172,36.47
82,1897,124172,36.47
83,1897,124172,36.47
84,1897,124172,36.47
85,1897,124172,36.47
86,1897,124172,36.47
87,1897,124172,36.47
88,1897,124172,36.47
89,1897,124172,36.47
45,1897,79500,32.06
46,1897,79500,32.06
47,1897,79500,32.06
48,1897,79500,32.06
49,1897,79500,32.06
50,1897,79500,32.06
51,1897,79500,32.06
52,1897,79500,32.06
53,1897,79500,32.06
54,1897,22231,34.31
55,1897,22231,34.31
23,1897,112137,36.54
24,1897,112137,36.54
25,1897,112137,36.54
26,1897,112137,36.54
27,1897,112137,36.54
28,1897,112137,36.54
29,1897,112137,36.54
30,1897,112137,36.54
66,1899,50989,35.71
67,1899,50989,35.71
68,1899,50989,35.71
69,1899,50989,35.71
70,1899,50989,35.71
76,1899,19138,38.77
77,1899,19138,38.77
78,1899,51784,38.14
79,1899,51784,38.14
80,1899,51784,38.14
61,1899,108068,34.5
62,1899,108068,34.5
63,1899,108068,34.5
64,1899,108068,34.5
65,1899,108068,34.5
33,1899,80317,33.22
34,1899,80317,33.22
35,1899,80317,33.22
36,1899,80317,33.22
37,1899,80317,33.22
38,1899,80317,33.22
39,1899,80317,33.22
40,1899,80317,33.22
56,1899,36329,31.13
57,1899,36329,31.13
58,1899,36329,31.13
59,1899,36329,31.13
60,1899,36329,31.13
8,1899,29096,27.5
9,1899,29096,27.5
10,1899,29096,27.5
11,1899,29096,27.5
12,1899,144704,34.39
13,1899,144704,34.39
14,1899,144704,34.39
15,1899,144704,34.39
16,1899,144704,34.39
17,1899,144704,34.39
18,1899,144704,34.39
19,1899,144704,34.39
20,1899,144704,34.39
41,1899,36328,34.67
42,1899,36328,34.67
43,1899,36328,34.67
44,1899,36328,34.67
1,1899,96749,29.41
2,1899,96749,29.41
3,1899,96749,29.41
4,1899,96749,29.41
5,1899,96749,29.41
6,1899,96749,29.41
7,1899,96749,29.41
71,1899,75193,39.17
72,1899,75193,39.17
73,1899,75193,39.17
74,1899,75193,39.17
75,1899,75193,39.17
90,1899,25038,32.11
91,1899,25038,32.11
92,1899,25038,32.11
81,1899,123132,35.54
82,1899,123132,35.54
83,1899,123132,35.54
84,1899,123132,35.54
85,1899,123132,35.54
86,1899,123132,35.54
87,1899,123132,35.54
88,1899,123132,35.54
89,1899,123132,35.54
45,1899,79364,31.58
46,1899,79364,31.58
47,1899,79364,31.58
48,1899,79364,31.58
49,1899,79364,31.58
50,1899,79364,31.58
51,1899,79364,31.58
52,1899,79364,31.58
53,1899,79364,31.58
54,1899,21448,32.62
55,1899,21448,32.62
23,1899,110881,35.76
24,1899,110881,35.76
25,1899,110881,35.76
26,1899,110881,35.76
27,1899,110881,35.76
28,1899,110881,35.76
29,1899,110881,35.76
30,1899,110881,35.76
