COD_PROV,year,deaths,cdr
66,1887,43042,31.79
67,1887,43042,31.79
68,1887,43042,31.79
69,1887,43042,31.79
70,1887,43042,31.79
76,1887,20308,39.49
77,1887,20308,39.49
78,1887,35371,27.39
79,1887,35371,27.39
80,1887,35371,27.39
61,1887,92421,31.07
62,1887,92421,31.07
63,1887,92421,31.07
64,1887,92421,31.07
65,1887,92421,31.07
33,1887,63014,27.87
34,1887,63014,27.87
35,1887,63014,27.87
36,1887,63014,27.87
37,1887,63014,27.87
38,1887,63014,27.87
39,1887,63014,27.87
40,1887,63014,27.87
56,1887,25704,25.95
57,1887,25704,25.95
58,1887,25704,25.95
59,1887,25704,25.95
60,1887,25704,25.95
8,1887,25106,26.5
9,1887,25106,26.5
10,1887,25106,26.5
11,1887,25106,26.5
12,1887,102466,27.14
13,1887,102466,27.14
14,1887,102466,27.14
15,1887,102466,27.14
16,1887,102466,27.14
17,1887,102466,27.14
18,1887,102466,27.14
19,1887,102466,27.14
20,1887,102466,27.14
41,1887,25703,26.35
42,1887,25703,26.35
43,1887,25703,26.35
44,1887,25703,26.35
1,1887,82590,26.27
2,1887,82590,26.27
3,1887,82590,26.27
4,1887,82590,26.27
5,1887,82590,26.27
6,1887,82590,26.27
7,1887,82590,26.27
71,1887,58489,34.42
72,1887,58489,34.42
73,1887,58489,34.42
74,1887,58489,34.42
75,1887,58489,34.42
90,1887,18790,26.3
91,1887,18790,26.3
92,1887,18790,26.3
81,1887,91500,29.46
82,1887,91500,29.46
83,1887,91500,29.46
84,1887,91500,29.46
85,1887,91500,29.46
86,1887,91500,29.46
87,1887,91500,29.46
88,1887,91500,29.46
89,1887,91500,29.46
45,1887,60751,26.3
46,1887,60751,26.3
47,1887,60751,26.3
48,1887,60751,26.3
49,1887,60751,26.3
50,1887,60751,26.3
51,1887,60751,26.3
52,1887,60751,26.3
53,1887,60751,26.3
54,1887,13810,23.0
55,1887,13810,23.0
23,1887,69927,24.03
24,1887,69927,24.03
25,1887,69927,24.03
26,1887,69927,24.03
27,1887,69927,24.03
28,1887,69927,24.03
29,1887,69927,24.03
30,1887,69927,24.03
66,1888,44599,32.79
67,1888,44599,32.79
68,1888,44599,32.79
69,1888,44599,32.79
70,1888,44599,32.79
76,1888,16979,33.13
77,1888,16979,33.13
78,1888,42357,32.66
79,1888,42357,32.66
80,1888,42357,32.66
61,1888,88600,29.65
62,1888,88600,29.65
63,1888,88600,29.65
64,1888,88600,29.65
65,1888,88600,29.65
33,1888,61093,26.86
34,1888,61093,26.86
35,1888,61093,26.86
36,1888,61093,26.86
37,1888,61093,26.86
38,1888,61093,26.86
39,1888,61093,26.86
40,1888,61093,26.86
56,1888,27265,27.12
57,1888,27265,27.12
58,1888,27265,27.12
59,1888,27265,27.12
60,1888,27265,27.12
8,1888,23234,24.28
9,1888,23234,24.28
10,1888,23234,24.28
11,1888,23234,24.28
12,1888,99043,25.98
13,1888,99043,25.98
14,1888,99043,25.98
15,1888,99043,25.98
16,1888,99043,25.98
17,1888,99043,25.98
18,1888,99043,25.98
19,1888,99043,25.98
20,1888,99043,25.98
41,1888,26360,26.86
42,1888,26360,26.86
43,1888,26360,26.86
44,1888,26360,26.86
1,1888,78179,24.77
2,1888,78179,24.77
3,1888,78179,24.77
4,1888,78179,24.77
5,1888,78179,24.77
6,1888,78179,24.77
7,1888,78179,24.77
71,1888,52930,30.82
72,1888,52930,30.82
73,1888,52930,30.82
74,1888,52930,30.82
75,1888,52930,30.82
90,1888,19263,26.76
91,1888,19263,26.76
92,1888,19263,26.76
81,1888,96903,30.9
82,1888,96903,30.9
83,1888,96903,30.9
84,1888,96903,30.9
85,1888,96903,30.9
86,1888,96903,30.9
87,1888,96903,30.9
88,1888,96903,30.9
89,1888,96903,30.9
45,1888,59334,25.5
46,1888,59334,25.5
47,1888,59334,25.5
48,1888,59334,25.5
49,1888,59334,25.5
50,1888,59334,25.5
51,1888,59334,25.5
52,1888,59334,25.5
53,1888,59334,25.5
54,1888,16344,27.0
55,1888,16344,27.0
23,1888,67948,23.23
24,1888,67948,23.23
25,1888,67948,23.23
26,1888,67948,23.23
27,1888,67948,23.23
28,1888,67948,23.23
29,1888,67948,23.23
30,1888,67948,23.23
66,1890,36310,26.46
67,1890,36310,26.46
68,1890,36310,26.46
69,1890,36310,26.46
70,1890,36310,26.46
76,1890,16641,32.69
77,1890,16641,32.69
78,1890,35565,27.19
79,1890,35565,27.19
80,1890,35565,27.19
61,1890,84811,28.14
62,1890,84811,28.14
63,1890,84811,28.14
64,1890,84811,28.14
65,1890,84811,28.14
33,1890,61790,26.86
34,1890,61790,26.86
35,1890,61790,26.86
36,1890,61790,26.86
37,1890,61790,26.86
38,1890,61790,26.86
39,1890,61790,26.86
40,1890,61790,26.86
56,1890,26769,25.87
57,1890,26769,25.87
58,1890,26769,25.87
59,1890,26769,25.87
60,1890,26769,25.87
8,1890,22709,23.29
9,1890,22709,23.29
10,1890,22709,23.29
11,1890,22709,23.29
12,1890,104646,26.95
13,1890,104646,26.95
14,1890,104646,26.95
15,1890,104646,26.95
16,1890,104646,26.95
17,1890,104646,26.95
18,1890,104646,26.95
19,1890,104646,26.95
20,1890,104646,26.95
41,1890,25564,25.73
42,1890,25564,25.73
43,1890,25564,25.73
44,1890,25564,25.73
1,1890,78652,24.73
2,1890,78652,24.73
3,1890,78652,24.73
4,1890,78652,24.73
5,1890,78652,24.73
6,1890,78652,24.73
7,1890,78652,24.73
71,1890,50506,28.79
72,1890,50506,28.79
73,1890,50506,28.79
74,1890,50506,28.79
75,1890,50506,28.79
90,1890,20777,28.43
91,1890,20777,28.43
92,1890,20777,28.43
81,1890,90942,28.46
82,1890,90942,28.46
83,1890,90942,28.46
84,1890,90942,28.46
85,1890,90942,28.46
86,1890,90942,28.46
87,1890,90942,28.46
88,1890,90942,28.46
89,1890,90942,28.46
45,1890,59038,25.01
46,1890,59038,25.01
47,1890,59038,25.01
48,1890,59038,25.01
49,1890,59038,25.01
50,1890,59038,25.01
51,1890,59038,25.01
52,1890,59038,25.01
53,1890,59038,25.01
54,1890,15193,24.71
55,1890,15193,24.71
23,1890,65998,22.32
24,1890,65998,22.32
25,1890,65998,22.32
26,1890,65998,22.32
27,1890,65998,22.32
28,1890,65998,22.32
29,1890,65998,22.32
30,1890,65998,22.32
66,1891,38383,27.84
67,1891,38383,27.84
68,1891,38383,27.84
69,1891,38383,27.84
70,1891,38383,27.84
76,1891,17422,34.34
77,1891,17422,34.34
78,1891,35809,27.26
79,1891,35809,27.26
80,1891,35809,27.26
61,1891,89747,29.65
62,1891,89747,29.65
63,1891,89747,29.65
64,1891,89747,29.65
65,1891,89747,29.65
33,1891,62046,26.82
34,1891,62046,26.82
35,1891,62046,26.82
36,1891,62046,26.82
37,1891,62046,26.82
38,1891,62046,26.82
39,1891,62046,26.82
40,1891,62046,26.82
56,1891,27755,26.45
57,1891,27755,26.45
58,1891,27755,26.45
59,1891,27755,26.45
60,1891,27755,26.45
8,1891,22327,22.68
9,1891,22327,22.68
10,1891,22327,22.68
11,1891,22327,22.68
12,1891,99425,25.37
13,1891,99425,25.37
14,1891,99425,25.37
15,1891,99425,25.37
16,1891,99425,25.37
17,1891,99425,25.37
18,1891,99425,25.37
19,1891,99425,25.37
20,1891,99425,25.37
41,1891,25727,25.74
42,1891,25727,25.74
43,1891,25727,25.74
44,1891,25727,25.74
1,1891,72210,22.62
2,1891,72210,22.62
3,1891,72210,22.62
4,1891,72210,22.62
5,1891,72210,22.62
6,1891,72210,22.62
7,1891,72210,22.62
71,1891,55344,31.22
72,1891,55344,31.22
73,1891,55344,31.22
74,1891,55344,31.22
75,1891,55344,31.22
90,1891,19282,26.19
91,1891,19282,26.19
92,1891,19282,26.19
81,1891,89696,27.81
82,1891,89696,27.81
83,1891,89696,27.81
84,1891,89696,27.81
85,1891,89696,27.81
86,1891,89696,27.81
87,1891,89696,27.81
88,1891,89696,27.81
89,1891,89696,27.81
45,1891,59163,24.88
46,1891,59163,24.88
47,1891,59163,24.88
48,1891,59163,24.88
49,1891,59163,24.88
50,1891,59163,24.88
51,1891,59163,24.88
52,1891,59163,24.88
53,1891,59163,24.88
54,1891,14107,22.77
55,1891,14107,22.77
23,1891,66884,22.5
24,1891,66884,22.5
25,1891,66884,22.5
26,1891,66884,22.5
27,1891,66884,22.5
28,1891,66884,22.5
29,1891,66884,22.5
30,1891,66884,22.5
66,1892,41766,30.16
67,1892,41766,30.16
68,1892,41766,30.16
69,1892,41766,30.16
70,1892,41766,30.16
76,1892,16500,32.63
77,1892,16500,32.63
78,1892,36998,28.05
79,1892,36998,28.05
80,1892,36998,28.05
61,1892,82376,27.09
62,1892,82376,27.09
63,1892,82376,27.09
64,1892,82376,27.09
65,1892,82376,27.09
33,1892,65692,28.24
34,1892,65692,28.24
35,1892,65692,28.24
36,1892,65692,28.24
37,1892,65692,28.24
38,1892,65692,28.24
39,1892,65692,28.24
40,1892,65692,28.24
56,1892,26577,24.97
57,1892,26577,24.97
58,1892,26577,24.97
59,1892,26577,24.97
60,1892,26577,24.97
8,1892,23453,23.6
9,1892,23453,23.6
10,1892,23453,23.6
11,1892,23453,23.6
12,1892,103107,26.07
13,1892,103107,26.07
14,1892,103107,26.07
15,1892,103107,26.07
16,1892,103107,26.07
17,1892,103107,26.07
18,1892,103107,26.07
19,1892,103107,26.07
20,1892,103107,26.07
41,1892,28601,28.44
42,1892,28601,28.44
43,1892,28601,28.44
44,1892,28601,28.44
1,1892,78328,24.44
2,1892,78328,24.44
3,1892,78328,24.44
4,1892,78328,24.44
5,1892,78328,24.44
6,1892,78328,24.44
7,1892,78328,24.44
71,1892,51561,28.79
72,1892,51561,28.79
73,1892,51561,28.79
74,1892,51561,28.79
75,1892,51561,28.79
90,1892,19432,26.2
91,1892,19432,26.2
92,1892,19432,26.2
81,1892,86308,26.51
82,1892,86308,26.51
83,1892,86308,26.51
84,1892,86308,26.51
85,1892,86308,26.51
86,1892,86308,26.51
87,1892,86308,26.51
88,1892,86308,26.51
89,1892,86308,26.51
45,1892,59029,24.65
46,1892,59029,24.65
47,1892,59029,24.65
48,1892,59029,24.65
49,1892,59029,24.65
50,1892,59029,24.65
51,1892,59029,24.65
52,1892,59029,24.65
53,1892,59029,24.65
54,1892,16043,25.7
55,1892,16043,25.7
23,1892,67008,22.42
24,1892,67008,22.42
25,1892,67008,22.42
26,1892,67008,22.42
27,1892,67008,22.42
28,1892,67008,22.42
29,1892,67008,22.42
30,1892,67008,22.42
66,1893,38282,27.52
67,1893,38282,27.52
68,1893,38282,27.52
69,1893,38282,27.52
70,1893,38282,27.52
76,1893,14799,29.37
77,1893,14799,29.37
78,1893,35397,26.72
79,1893,35397,26.72
80,1893,35397,26.72
61,1893,83803,27.45
62,1893,83803,27.45
63,1893,83803,27.45
64,1893,83803,27.45
65,1893,83803,27.45
33,1893,58568,25.03
34,1893,58568,25.03
35,1893,58568,25.03
36,1893,58568,25.03
37,1893,58568,25.03
38,1893,58568,25.03
39,1893,58568,25.03
40,1893,58568,25.03
56,1893,27297,25.3
57,1893,27297,25.3
58,1893,27297,25.3
59,1893,27297,25.3
60,1893,27297,25.3
8,1893,22181,22.12
9,1893,22181,22.12
10,1893,22181,22.12
11,1893,22181,22.12
12,1893,100897,25.28
13,1893,100897,25.28
14,1893,100897,25.28
15,1893,100897,25.28
16,1893,100897,25.28
17,1893,100897,25.28
18,1893,100897,25.28
19,1893,100897,25.28
20,1893,100897,25.28
41,1893,27247,26.93
42,1893,27247,26.93
43,1893,27247,26.93
44,1893,27247,26.93
1,1893,73092,22.72
2,1893,73092,22.72
3,1893,73092,22.72
4,1893,73092,22.72
5,1893,73092,22.72
6,1893,73092,22.72
7,1893,73092,22.72
71,1893,54394,30.06
72,1893,54394,30.06
73,1893,54394,30.06
74,1893,54394,30.06
75,1893,54394,30.06
90,1893,18527,24.8
91,1893,18527,24.8
92,1893,18527,24.8
81,1893,89002,27.09
82,1893,89002,27.09
83,1893,89002,27.09
84,1893,89002,27.09
85,1893,89002,27.09
86,1893,89002,27.09
87,1893,89002,27.09
88,1893,89002,27.09
89,1893,89002,27.09
45,1893,54105,22.43
46,1893,54105,22.43
47,1893,54105,22.43
48,1893,54105,22.43
49,1893,54105,22.43
50,1893,54105,22.43
51,1893,54105,22.43
52,1893,54105,22.43
53,1893,54105,22.43
54,1893,15893,25.27
55,1893,15893,25.27
23,1893,63229,21.04
24,1893,63229,21.04
25,1893,63229,21.04
26,1893,63229,21.04
27,1893,63229,21.04
28,1893,63229,21.04
29,1893,63229,21.04
30,1893,63229,21.04
66,1894,37063,26.53
67,1894,37063,26.53
68,1894,37063,26.53
69,1894,37063,26.53
70,1894,37063,26.53
76,1894,15790,31.44
77,1894,15790,31.44
78,1894,39665,29.82
79,1894,39665,29.82
80,1894,39665,29.82
61,1894,81259,26.5
62,1894,81259,26.5
63,1894,81259,26.5
64,1894,81259,26.5
65,1894,81259,26.5
33,1894,58007,24.66
34,1894,58007,24.66
35,1894,58007,24.66
36,1894,58007,24.66
37,1894,58007,24.66
38,1894,58007,24.66
39,1894,58007,24.66
40,1894,58007,24.66
56,1894,24814,22.69
57,1894,24814,22.69
58,1894,24814,22.69
59,1894,24814,22.69
60,1894,24814,22.69
8,1894,22848,22.58
9,1894,22848,22.58
10,1894,22848,22.58
11,1894,22848,22.58
12,1894,98463,24.45
13,1894,98463,24.45
14,1894,98463,24.45
15,1894,98463,24.45
16,1894,98463,24.45
17,1894,98463,24.45
18,1894,98463,24.45
19,1894,98463,24.45
20,1894,98463,24.45
41,1894,23786,23.37
42,1894,23786,23.37
43,1894,23786,23.37
44,1894,23786,23.37
1,1894,75654,23.43
2,1894,75654,23.43
3,1894,75654,23.43
4,1894,75654,23.43
5,1894,75654,23.43
6,1894,75654,23.43
7,1894,75654,23.43
71,1894,52910,28.95
72,1894,52910,28.95
73,1894,52910,28.95
74,1894,52910,28.95
75,1894,52910,28.95
90,1894,20554,27.31
91,1894,20554,27.31
92,1894,20554,27.31
81,1894,91031,27.46
82,1894,91031,27.46
83,1894,91031,27.46
84,1894,91031,27.46
85,1894,91031,27.46
86,1894,91031,27.46
87,1894,91031,27.46
88,1894,91031,27.46
89,1894,91031,27.46
45,1894,54833,22.58
46,1894,54833,22.58
47,1894,54833,22.58
48,1894,54833,22.58
49,1894,54833,22.58
50,1894,54833,22.58
51,1894,54833,22.58
52,1894,54833,22.58
53,1894,54833,22.58
54,1894,13783,21.75
55,1894,13783,21.75
23,1894,65912,21.82
24,1894,65912,21.82
25,1894,65912,21.82
26,1894,65912,21.82
27,1894,65912,21.82
28,1894,65912,21.82
29,1894,65912,21.82
30,1894,65912,21.82
66,1895,37027,26.39
67,1895,37027,26.39
68,1895,37027,26.39
69,1895,37027,26.39
70,1895,37027,26.39
76,1895,16024,32.02
77,1895,16024,32.02
78,1895,35987,26.94
79,1895,35987,26.94
80,1895,35987,26.94
61,1895,82952,26.94
62,1895,82952,26.94
63,1895,82952,26.94
64,1895,82952,26.94
65,1895,82952,26.94
33,1895,60145,25.43
34,1895,60145,25.43
35,1895,60145,25.43
36,1895,60145,25.43
37,1895,60145,25.43
38,1895,60145,25.43
39,1895,60145,25.43
40,1895,60145,25.43
56,1895,25496,23.0
57,1895,25496,23.0
58,1895,25496,23.0
59,1895,25496,23.0
60,1895,25496,23.0
8,1895,22232,21.77
9,1895,22232,21.77
10,1895,22232,21.77
11,1895,22232,21.77
12,1895,103241,25.41
13,1895,103241,25.41
14,1895,103241,25.41
15,1895,103241,25.41
16,1895,103241,25.41
17,1895,103241,25.41
18,1895,103241,25.41
19,1895,103241,25.41
20,1895,103241,25.41
41,1895,23809,23.26
42,1895,23809,23.26
43,1895,23809,23.26
44,1895,23809,23.26
1,1895,74945,23.12
2,1895,74945,23.12
3,1895,74945,23.12
4,1895,74945,23.12
5,1895,74945,23.12
6,1895,74945,23.12
7,1895,74945,23.12
71,1895,56609,30.66
72,1895,56609,30.66
73,1895,56609,30.66
74,1895,56609,30.66
75,1895,56609,30.66
90,1895,19595,25.85
91,1895,19595,25.85
92,1895,19595,25.85
81,1895,91358,27.31
82,1895,91358,27.31
83,1895,91358,27.31
84,1895,91358,27.31
85,1895,91358,27.31
86,1895,91358,27.31
87,1895,91358,27.31
88,1895,91358,27.31
89,1895,91358,27.31
45,1895,54523,22.29
46,1895,54523,22.29
47,1895,54523,22.29
48,1895,54523,22.29
49,1895,54523,22.29
50,1895,54523,22.29
51,1895,54523,22.29
52,1895,54523,22.29
53,1895,54523,22.29
54,1895,13911,21.79
55,1895,13911,21.79
23,1895,65959,21.72
24,1895,65959,21.72
25,1895,65959,21.72
26,1895,65959,21.72
27,1895,65959,21.72
28,1895,65959,21.72
29,1895,65959,21.72
30,1895,65959,21.72
66,1896,37696,26.75
67,1896,37696,26.75
68,1896,37696,26.75
69,1896,37696,26.75
70,1896,37696,26.75
76,1896,17573,35.23
77,1896,17573,35.23
78,1896,35293,26.31
79,1896,35293,26.31
80,1896,35293,26.31
61,1896,85546,27.66
62,1896,85546,27.66
63,1896,85546,27.66
64,1896,85546,27.66
65,1896,85546,27.66
33,1896,55808,23.46
34,1896,55808,23.46
35,1896,55808,23.46
36,1896,55808,23.46
37,1896,55808,23.46
38,1896,55808,23.46
39,1896,55808,23.46
40,1896,55808,23.46
56,1896,26187,23.32
57,1896,26187,23.32
58,1896,26187,23.32
59,1896,26187,23.32
60,1896,26187,23.32
8,1896,21290,20.66
9,1896,21290,20.66
10,1896,21290,20.66
11,1896,21290,20.66
12,1896,95326,23.25
13,1896,95326,23.25
14,1896,95326,23.25
15,1896,95326,23.25
16,1896,95326,23.25
17,1896,95326,23.25
18,1896,95326,23.25
19,1896,95326,23.25
20,1896,95326,23.25
41,1896,25357,24.62
42,1896,25357,24.62
43,1896,25357,24.62
44,1896,25357,24.62
1,1896,67495,20.75
2,1896,67495,20.75
3,1896,67495,20.75
4,1896,67495,20.75
5,1896,67495,20.75
6,1896,67495,20.75
7,1896,67495,20.75
71,1896,55905,29.98
72,1896,55905,29.98
73,1896,55905,29.98
74,1896,55905,29.98
75,1896,55905,29.98
90,1896,17365,22.75
91,1896,17365,22.75
92,1896,17365,22.75
81,1896,88413,26.2
82,1896,88413,26.2
83,1896,88413,26.2
84,1896,88413,26.2
85,1896,88413,26.2
86,1896,88413,26.2
87,1896,88413,26.2
88,1896,88413,26.2
89,1896,88413,26.2
45,1896,52948,21.5
46,1896,52948,21.5
47,1896,52948,21.5
48,1896,52948,21.5
49,1896,52948,21.5
50,1896,52948,21.5
51,1896,52948,21.5
52,1896,52948,21.5
53,1896,52948,21.5
54,1896,14523,22.58
55,1896,14523,22.58
23,1896,61404,20.11
24,1896,61404,20.11
25,1896,61404,20.11
26,1896,61404,20.11
27,1896,61404,20.11
28,1896,61404,20.11
29,1896,61404,20.11
30,1896,61404,20.11
66,1900,34510,24.07
67,1900,34510,24.07
68,1900,34510,24.07
69,1900,34510,24.07
70,1900,34510,24.07
76,1900,14754,29.99
77,1900,14754,29.99
78,1900,37177,27.27
79,1900,37177,27.27
80,1900,37177,27.27
61,1900,80691,25.66
62,1900,80691,25.66
63,1900,80691,25.66
64,1900,80691,25.66
65,1900,80691,25.66
33,1900,55818,22.96
34,1900,55818,22.96
35,1900,55818,22.96
36,1900,55818,22.96
37,1900,55818,22.96
38,1900,55818,22.96
39,1900,55818,22.96
40,1900,55818,22.96
56,1900,27713,23.45
57,1900,27713,23.45
58,1900,27713,23.45
59,1900,27713,23.45
60,1900,27713,23.45
8,1900,22609,21.18
9,1900,22609,21.18
10,1900,22609,21.18
11,1900,22609,21.18
12,1900,99703,23.5
13,1900,99703,23.5
14,1900,99703,23.5
15,1900,99703,23.5
16,1900,99703,23.5
17,1900,99703,23.5
18,1900,99703,23.5
19,1900,99703,23.5
20,1900,99703,23.5
41,1900,25114,23.83
42,1900,25114,23.83
43,1900,25114,23.83
44,1900,25114,23.83
1,1900,73739,22.33
2,1900,73739,22.33
3,1900,73739,22.33
4,1900,73739,22.33
5,1900,73739,22.33
6,1900,73739,22.33
7,1900,73739,22.33
71,1900,52327,27.0
72,1900,52327,27.0
73,1900,52327,27.0
74,1900,52327,27.0
75,1900,52327,27.0
90,1900,20019,25.49
91,1900,20019,25.49
92,1900,20019,25.49
81,1900,90697,25.95
82,1900,90697,25.95
83,1900,90697,25.95
84,1900,90697,25.95
85,1900,90697,25.95
86,1900,90697,25.95
87,1900,90697,25.95
88,1900,90697,25.95
89,1900,90697,25.95
45,1900,54966,21.72
46,1900,54966,21.72
47,1900,54966,21.72
48,1900,54966,21.72
49,1900,54966,21.72
50,1900,54966,21.72
51,1900,54966,21.72
52,1900,54966,21.72
53,1900,54966,21.72
54,1900,14858,22.44
55,1900,14858,22.44
23,1900,64222,20.61
24,1900,64222,20.61
25,1900,64222,20.61
26,1900,64222,20.61
27,1900,64222,20.61
28,1900,64222,20.61
29,1900,64222,20.61
30,1900,64222,20.61
