severity,dataset,where,check,detail
ERROR,census,Palermo 1861->1871,intercensal_jump,"384,526 -> 617,618 (x1.61)"
ERROR,census,AscoliPiceno 1931,t_0!=m+f,"7,641 != 3,765+3,696 (off 180)"
ERROR,census,Piacenza 1921,t_10_14!=m+f,"32,152 != 16,871+15,881 (off 600)"
ERROR,census,Venezia 1921,t_10_14!=m+f,"58,411 != 29,590+29,181 (off 360)"
ERROR,census,Vicenza 1921,t_10_14!=m+f,"66,074 != 33,580+32,994 (off 500)"
ERROR,census,Rovigo 1921,t_15_19!=m+f,"30,248 != 15,184+14,884 (off 180)"
ERROR,census,AscoliPiceno 1931,t_1_4!=m+f,"27,610 != 14,286+13,504 (off 180)"
ERROR,census,Catania 1936,t_1_4!=m+f,"63,096 != 24,025+30,869 (off 8,202)"
ERROR,census,Terni 1936,t_30_34!=m+f,"13,024 != 6,708+6,816 (off 500)"
ERROR,census,Cosenza 1936,t_35_39!=m+f,"25,459 != 13,311+18,278 (off 6,130)"
ERROR,census,ReggioCalabria 1911,t_40_44!=m+f,"22,375 != 10,818+12,557 (off 1,000)"
ERROR,census,Enna 1936,t_55_59!=m+f,"7,278 != 4,422+3,728 (off 872)"
ERROR,census,Massa e Carrara 1921,t_5_9!=m+f,"25,559 != 13,271+12,888 (off 600)"
ERROR,census,PrincipatoUlteriore 1871,t_5_9!=m+f,"40,436 != 13,687+19,929 (off 6,820)"
ERROR,census,Siracusa 1921,t_70_74!=m+f,"9,870 != 5,028+4,942 (off 100)"
ERROR,census,Catania 1936,total!=M+F,"713,108 != 343,463+361,443 (off 8,202)"
ERROR,census,Cosenza 1936,total!=M+F,"580,763 != 280,256+306,637 (off 6,130)"
ERROR,census,Enna 1936,total!=M+F,"216,240 != 110,509+106,603 (off 872)"
ERROR,census,Massa e Carrara 1921,total!=M+F,"223,346 != 110,053+113,893 (off 600)"
ERROR,census,Piacenza 1921,total!=M+F,"280,483 != 142,209+138,864 (off 590)"
ERROR,census,PrincipatoUlteriore 1871,total!=M+F,"377,207 != 179,187+191,200 (off 6,820)"
ERROR,census,ReggioCalabria 1911,total!=M+F,"443,611 != 212,964+231,647 (off 1,000)"
ERROR,census,Terni 1936,total!=M+F,"191,547 != 97,260+94,787 (off 500)"
ERROR,fertility,Fiume 1931,cbr_implausible,cbr=5.8
ERROR,fertility,Mantova 1865,cbr_implausible,cbr=5.16
ERROR,marriages,Ferrara 1866,nuptiality_implausible,nuptiality=1.68
ERROR,marriages,Fiume 1931,nuptiality_implausible,nuptiality=1.93
ERROR,marriages,Girgenti 1866,nuptiality_implausible,nuptiality=2.53
ERROR,marriages,Mantova 1865,nuptiality_implausible,nuptiality=1.2
ERROR,marriages,Pesaro e Urbino 1866,nuptiality_implausible,nuptiality=2.94
ERROR,marriages,Roma 1872,nuptiality_implausible,nuptiality=2.98
ERROR,migration,Belluno 1911,emig_rate_implausible,emig_rate=87.24
ERROR,migration,Belluno 1912,emig_rate_implausible,emig_rate=87.25
ERROR,migration,Belluno 1913,emig_rate_implausible,emig_rate=94.07
ERROR,migration,Belluno 1914,emig_rate_implausible,emig_rate=82.21
ERROR,mortality,Trapani 1881,cdr_implausible,cdr=0.95
WARNING,census,Catania 1921->1931,intercensal_growth,"-2.35%/yr (869,684 -> 685,369)"
WARNING,census,Como 1921->1931,intercensal_growth,"-2.52%/yr (628,980 -> 487,186)"
WARNING,census,Cremona 1931->1936,intercensal_growth,"-1.62%/yr (400,834 -> 369,466)"
WARNING,census,Firenze 1921->1931,intercensal_growth,"-2.07%/yr (1,035,968 -> 840,043)"
WARNING,census,Genova 1921->1931,intercensal_growth,"-3.38%/yr (1,171,838 -> 831,269)"
WARNING,census,Girgenti 1861->1871,intercensal_growth,"-2.66%/yr (376,957 -> 287,763)"
WARNING,census,MassaCarrara 1921->1931,intercensal_growth,"-1.62%/yr (223,346 -> 189,622)"
WARNING,census,Napoli 1921->1931,intercensal_growth,"+3.56%/yr (1,461,112 -> 2,073,825)"
WARNING,census,Perugia 1921->1931,intercensal_growth,"-3.48%/yr (733,696 -> 514,830)"
WARNING,census,Potenza 1921->1931,intercensal_growth,"-2.83%/yr (467,098 -> 350,618)"
WARNING,census,Teramo 1921->1931,intercensal_growth,"-3.40%/yr (319,988 -> 226,401)"
WARNING,census,Trieste 1931->1936,intercensal_growth,"+5.74%/yr (348,405 -> 460,596)"
WARNING,census,Alessandria 1931->1936,intercensal_jump,"755,968 -> 494,688 (x0.65) (possible 1927/1935 boundary change)"
WARNING,census,Caltanissetta 1921->1931,intercensal_jump,"382,444 -> 245,476 (x0.64) (possible 1927/1935 boundary change)"
WARNING,census,Firenze 1931->1936,intercensal_jump,"840,043 -> 322,526 (x0.38) (possible 1927/1935 boundary change)"
WARNING,census,Lecce 1921->1931,intercensal_jump,"877,583 -> 487,029 (x0.55) (possible 1927/1935 boundary change)"
WARNING,census,Livorno 1921->1931,intercensal_jump,"143,190 -> 245,707 (x1.72) (possible 1927/1935 boundary change)"
WARNING,census,Novara 1921->1931,intercensal_jump,"723,269 -> 389,312 (x0.54) (possible 1927/1935 boundary change)"
WARNING,census,Siracusa 1921->1931,intercensal_jump,"526,953 -> 284,193 (x0.54) (possible 1927/1935 boundary change)"
WARNING,census,Girgenti 1861,mean_age,42.7
WARNING,census,COD_PROV 14 1881,province_missing,"present in 1871 and 1901, absent in 1881 (Sondrio)"
WARNING,census,Aquila 1881,sex_ratio,M/F = 87.0 per 100
WARNING,census,Aquila 1901,sex_ratio,M/F = 87.9 per 100
WARNING,census,Aquila 1911,sex_ratio,M/F = 86.9 per 100
WARNING,census,AquiladegliAbruzzi 1871,sex_ratio,M/F = 87.8 per 100
WARNING,census,Belluno 1911,sex_ratio,M/F = 81.8 per 100
WARNING,census,Belluno 1931,sex_ratio,M/F = 86.9 per 100
WARNING,census,Caltanissetta 1861,sex_ratio,M/F = 113.0 per 100
WARNING,census,Campobasso 1901,sex_ratio,M/F = 88.0 per 100
WARNING,census,Campobasso 1911,sex_ratio,M/F = 83.8 per 100
WARNING,census,Campobasso 1931,sex_ratio,M/F = 87.5 per 100
WARNING,census,Catanzaro 1911,sex_ratio,M/F = 85.3 per 100
WARNING,census,Chieti 1911,sex_ratio,M/F = 85.5 per 100
WARNING,census,Chieti 1931,sex_ratio,M/F = 83.9 per 100
WARNING,census,Cosenza 1901,sex_ratio,M/F = 84.8 per 100
WARNING,census,Cosenza 1911,sex_ratio,M/F = 84.1 per 100
WARNING,census,Cosenza 1931,sex_ratio,M/F = 87.8 per 100
WARNING,census,Cremona 1931,sex_ratio,M/F = 80.9 per 100
WARNING,census,Firenze 1936,sex_ratio,M/F = 85.4 per 100
WARNING,census,Girgenti 1861,sex_ratio,M/F = 153.8 per 100
WARNING,census,Grosseto 1861,sex_ratio,M/F = 135.4 per 100
WARNING,census,Grosseto 1871,sex_ratio,M/F = 130.3 per 100
WARNING,census,Grosseto 1881,sex_ratio,M/F = 129.0 per 100
WARNING,census,Grosseto 1901,sex_ratio,M/F = 120.1 per 100
WARNING,census,Lucca 1911,sex_ratio,M/F = 87.6 per 100
WARNING,census,Lucca 1931,sex_ratio,M/F = 87.8 per 100
WARNING,census,Novara 1911,sex_ratio,M/F = 85.9 per 100
WARNING,census,Palermo 1861,sex_ratio,M/F = 298.5 per 100
WARNING,census,Roma 1871,sex_ratio,M/F = 115.9 per 100
WARNING,census,Roma 1881,sex_ratio,M/F = 113.6 per 100
WARNING,census,Udine 1911,sex_ratio,M/F = 83.0 per 100
WARNING,census,Girgenti 1861,share_50_54,17.0% in one 5-year group
WARNING,census,Campobasso 1936,share_age0,5.02% of population aged 0
WARNING,census,Firenze 1936,share_age0,1.20% of population aged 0
WARNING,fertility,Alessandria 1931,cbr_range,cbr=15.21
WARNING,fertility,Aosta 1931,cbr_range,cbr=17.81
WARNING,fertility,Bologna 1931,cbr_range,cbr=18.51
WARNING,fertility,Firenze 1931,cbr_range,cbr=16.76
WARNING,fertility,Genova 1931,cbr_range,cbr=14.61
WARNING,fertility,La Spezia 1931,cbr_range,cbr=18.31
WARNING,fertility,Livorno 1931,cbr_range,cbr=18.01
WARNING,fertility,Lucca 1931,cbr_range,cbr=19.59
WARNING,fertility,Milano 1931,cbr_range,cbr=19.68
WARNING,fertility,Novara 1921,cbr_range,cbr=18.76
WARNING,fertility,Novara 1931,cbr_range,cbr=16.54
WARNING,fertility,Parma 1931,cbr_range,cbr=19.45
WARNING,fertility,Pavia 1921,cbr_range,cbr=19.68
WARNING,fertility,Pavia 1931,cbr_range,cbr=16.12
WARNING,fertility,Pisa 1931,cbr_range,cbr=18.44
WARNING,fertility,Pistoia 1931,cbr_range,cbr=18.79
WARNING,fertility,Porto Maurizio 1921,cbr_range,cbr=19.04
WARNING,fertility,Porto Maurizio 1931,cbr_range,cbr=15.78
WARNING,fertility,Ravenna 1931,cbr_range,cbr=15.84
WARNING,fertility,Savona 1931,cbr_range,cbr=16.71
WARNING,fertility,Sondrio 1881,cbr_range,cbr=19.67
WARNING,fertility,Torino 1921,cbr_range,cbr=18.62
WARNING,fertility,Torino 1931,cbr_range,cbr=15.07
WARNING,fertility,Varese 1931,cbr_range,cbr=17.87
WARNING,fertility,Vercelli 1931,cbr_range,cbr=14.63
WARNING,fertility,Benevento 1880->1881,yoy_jump,cbr 30.49 -> 41.87
WARNING,fertility,Mantova 1864->1865,yoy_jump,cbr 20.44 -> 5.16
WARNING,fertility,Mantova 1865->1866,yoy_jump,cbr 5.16 -> 21.35
WARNING,fertility,Mantova 1868->1869,yoy_jump,cbr 21.8 -> 37.53
WARNING,fertility,Sondrio 1880->1881,yoy_jump,cbr 36.82 -> 19.67
WARNING,marriages,Alessandria 1921,nuptiality_range,nuptiality=13.45
WARNING,marriages,Ancona 1866,nuptiality_range,nuptiality=4.1
WARNING,marriages,Ancona 1868,nuptiality_range,nuptiality=4.19
WARNING,marriages,Ancona 1921,nuptiality_range,nuptiality=12.26
WARNING,marriages,Arezzo 1866,nuptiality_range,nuptiality=3.76
WARNING,marriages,Arezzo 1921,nuptiality_range,nuptiality=13.39
WARNING,marriages,Ascoli Piceno 1866,nuptiality_range,nuptiality=3.33
WARNING,marriages,Ascoli Piceno 1867,nuptiality_range,nuptiality=3.87
WARNING,marriages,Ascoli Piceno 1868,nuptiality_range,nuptiality=3.77
WARNING,marriages,Ascoli Piceno 1870,nuptiality_range,nuptiality=3.78
WARNING,marriages,Ascoli Piceno 1871,nuptiality_range,nuptiality=3.33
WARNING,marriages,Avellino 1921,nuptiality_range,nuptiality=12.18
WARNING,marriages,Belluno 1921,nuptiality_range,nuptiality=13.12
WARNING,marriages,Benevento 1921,nuptiality_range,nuptiality=12.24
WARNING,marriages,Bergamo 1921,nuptiality_range,nuptiality=12.77
WARNING,marriages,Bologna 1866,nuptiality_range,nuptiality=4.49
WARNING,marriages,Brescia 1921,nuptiality_range,nuptiality=12.34
WARNING,marriages,Cagliari 1866,nuptiality_range,nuptiality=3.63
WARNING,marriages,Caltanissetta 1866,nuptiality_range,nuptiality=3.86
WARNING,marriages,Campobasso 1921,nuptiality_range,nuptiality=12.27
WARNING,marriages,Catania 1866,nuptiality_range,nuptiality=3.37
WARNING,marriages,Catania 1867,nuptiality_range,nuptiality=3.74
WARNING,marriages,Como 1921,nuptiality_range,nuptiality=12.48
WARNING,marriages,Cosenza 1921,nuptiality_range,nuptiality=14.16
WARNING,marriages,Cremona 1921,nuptiality_range,nuptiality=12.43
WARNING,marriages,Cuneo 1921,nuptiality_range,nuptiality=12.38
WARNING,marriages,Firenze 1921,nuptiality_range,nuptiality=12.5
WARNING,marriages,Forlì 1866,nuptiality_range,nuptiality=3.13
WARNING,marriages,Forlì 1867,nuptiality_range,nuptiality=3.67
WARNING,marriages,Forlì 1868,nuptiality_range,nuptiality=4.35
WARNING,marriages,Forlì 1871,nuptiality_range,nuptiality=4.33
WARNING,marriages,Girgenti 1867,nuptiality_range,nuptiality=3.92
WARNING,marriages,Grosseto 1866,nuptiality_range,nuptiality=3.36
WARNING,marriages,Grosseto 1921,nuptiality_range,nuptiality=13.15
WARNING,marriages,Lucca 1866,nuptiality_range,nuptiality=3.77
WARNING,marriages,Lucca 1921,nuptiality_range,nuptiality=12.07
WARNING,marriages,Macerata 1870,nuptiality_range,nuptiality=4.42
WARNING,marriages,Macerata 1921,nuptiality_range,nuptiality=12.59
WARNING,marriages,Massa e Carrara 1866,nuptiality_range,nuptiality=3.85
WARNING,marriages,Massa e Carrara 1921,nuptiality_range,nuptiality=12.95
WARNING,marriages,Novara 1921,nuptiality_range,nuptiality=13.49
WARNING,marriages,Palermo 1866,nuptiality_range,nuptiality=3.76
WARNING,marriages,Pavia 1921,nuptiality_range,nuptiality=12.9
WARNING,marriages,Pesaro e Urbino 1867,nuptiality_range,nuptiality=3.25
WARNING,marriages,Pesaro e Urbino 1868,nuptiality_range,nuptiality=3.23
WARNING,marriages,Pesaro e Urbino 1869,nuptiality_range,nuptiality=3.83
WARNING,marriages,Pesaro e Urbino 1870,nuptiality_range,nuptiality=4.02
WARNING,marriages,Pesaro e Urbino 1871,nuptiality_range,nuptiality=4.09
WARNING,marriages,Pesaro e Urbino 1921,nuptiality_range,nuptiality=12.75
WARNING,marriages,Pisa 1866,nuptiality_range,nuptiality=4.37
WARNING,marriages,Pisa 1921,nuptiality_range,nuptiality=12.74
WARNING,marriages,Potenza 1921,nuptiality_range,nuptiality=12.6
WARNING,marriages,Ravenna 1866,nuptiality_range,nuptiality=3.53
WARNING,marriages,Ravenna 1867,nuptiality_range,nuptiality=4.03
WARNING,marriages,Ravenna 1868,nuptiality_range,nuptiality=4.44
WARNING,marriages,Roma 1873,nuptiality_range,nuptiality=3.72
WARNING,marriages,Roma 1874,nuptiality_range,nuptiality=4.45
WARNING,marriages,Salerno 1921,nuptiality_range,nuptiality=12.23
WARNING,marriages,Sassari 1866,nuptiality_range,nuptiality=3.63
WARNING,marriages,Siena 1921,nuptiality_range,nuptiality=14.62
WARNING,marriages,Siracusa 1866,nuptiality_range,nuptiality=3.97
WARNING,marriages,Siracusa 1867,nuptiality_range,nuptiality=3.47
WARNING,marriages,Trapani 1866,nuptiality_range,nuptiality=3.88
WARNING,marriages,Treviso 1921,nuptiality_range,nuptiality=13.35
WARNING,marriages,Udine 1921,nuptiality_range,nuptiality=12.16
WARNING,marriages,Umbria 1921,nuptiality_range,nuptiality=13.04
WARNING,marriages,Verona 1921,nuptiality_range,nuptiality=12.37
WARNING,marriages,Vicenza 1921,nuptiality_range,nuptiality=13.15
WARNING,marriages,Alessandria 1865->1866,yoy_jump,nuptiality 10.68 -> 5.93
WARNING,marriages,Ancona 1865->1866,yoy_jump,nuptiality 8.12 -> 4.1
WARNING,marriages,Aquila degli Abruzzi 1865->1866,yoy_jump,nuptiality 8.35 -> 5.18
WARNING,marriages,Arezzo 1865->1866,yoy_jump,nuptiality 9.19 -> 3.76
WARNING,marriages,Ascoli Piceno 1865->1866,yoy_jump,nuptiality 7.32 -> 3.33
WARNING,marriages,Ascoli Piceno 1871->1872,yoy_jump,nuptiality 3.33 -> 4.84
WARNING,marriages,Benevento 1880->1881,yoy_jump,nuptiality 6.62 -> 10.57
WARNING,marriages,Bergamo 1865->1866,yoy_jump,nuptiality 9.54 -> 5.64
WARNING,marriages,Bologna 1865->1866,yoy_jump,nuptiality 7.97 -> 4.49
WARNING,marriages,Brescia 1865->1866,yoy_jump,nuptiality 10.17 -> 5.77
WARNING,marriages,Brescia 1866->1867,yoy_jump,nuptiality 5.77 -> 8.01
WARNING,marriages,Cagliari 1865->1866,yoy_jump,nuptiality 10.04 -> 3.63
WARNING,marriages,Caltanissetta 1865->1866,yoy_jump,nuptiality 7.93 -> 3.86
WARNING,marriages,Caltanissetta 1866->1867,yoy_jump,nuptiality 3.86 -> 5.64
WARNING,marriages,Caltanissetta 1867->1868,yoy_jump,nuptiality 5.64 -> 8.09
WARNING,marriages,Caltanissetta 1868->1869,yoy_jump,nuptiality 8.09 -> 11.09
WARNING,marriages,Campobasso 1880->1881,yoy_jump,nuptiality 8.0 -> 11.13
WARNING,marriages,Caserta 1865->1866,yoy_jump,nuptiality 9.36 -> 6.02
WARNING,marriages,Catania 1865->1866,yoy_jump,nuptiality 7.1 -> 3.37
WARNING,marriages,Catania 1867->1868,yoy_jump,nuptiality 3.74 -> 5.83
WARNING,marriages,Catania 1868->1869,yoy_jump,nuptiality 5.83 -> 8.62
WARNING,marriages,Catanzaro 1865->1866,yoy_jump,nuptiality 10.44 -> 6.14
WARNING,marriages,Catanzaro 1868->1869,yoy_jump,nuptiality 5.41 -> 8.98
WARNING,marriages,Catanzaro 1880->1881,yoy_jump,nuptiality 6.57 -> 8.99
WARNING,marriages,Como 1865->1866,yoy_jump,nuptiality 9.1 -> 5.39
WARNING,marriages,Cosenza 1865->1866,yoy_jump,nuptiality 10.13 -> 6.33
WARNING,marriages,Cosenza 1868->1869,yoy_jump,nuptiality 6.59 -> 9.11
WARNING,marriages,Cremona 1865->1866,yoy_jump,nuptiality 10.94 -> 6.46
WARNING,marriages,Cremona 1866->1867,yoy_jump,nuptiality 6.46 -> 9.36
WARNING,marriages,Cuneo 1865->1866,yoy_jump,nuptiality 10.16 -> 6.45
WARNING,marriages,Ferrara 1865->1866,yoy_jump,nuptiality 10.08 -> 1.68
WARNING,marriages,Ferrara 1866->1867,yoy_jump,nuptiality 1.68 -> 5.5
WARNING,marriages,Firenze 1865->1866,yoy_jump,nuptiality 10.21 -> 5.07
WARNING,marriages,Forlì 1865->1866,yoy_jump,nuptiality 7.27 -> 3.13
WARNING,marriages,Forlì 1878->1879,yoy_jump,nuptiality 5.22 -> 7.15
WARNING,marriages,Genova 1865->1866,yoy_jump,nuptiality 11.46 -> 4.82
WARNING,marriages,Genova 1866->1867,yoy_jump,nuptiality 4.82 -> 7.13
WARNING,marriages,Girgenti 1865->1866,yoy_jump,nuptiality 5.9 -> 2.53
WARNING,marriages,Girgenti 1866->1867,yoy_jump,nuptiality 2.53 -> 3.92
WARNING,marriages,Girgenti 1867->1868,yoy_jump,nuptiality 3.92 -> 6.74
WARNING,marriages,Girgenti 1868->1869,yoy_jump,nuptiality 6.74 -> 9.45
WARNING,marriages,Girgenti 1880->1881,yoy_jump,nuptiality 7.35 -> 9.94
WARNING,marriages,Grosseto 1865->1866,yoy_jump,nuptiality 9.25 -> 3.36
WARNING,marriages,Grosseto 1866->1867,yoy_jump,nuptiality 3.36 -> 5.5
WARNING,marriages,Lecce 1874->1875,yoy_jump,nuptiality 6.37 -> 9.92
WARNING,marriages,Livorno 1865->1866,yoy_jump,nuptiality 10.27 -> 6.26
WARNING,marriages,Lucca 1865->1866,yoy_jump,nuptiality 9.72 -> 3.77
WARNING,marriages,Lucca 1866->1867,yoy_jump,nuptiality 3.77 -> 5.21
WARNING,marriages,Macerata 1865->1866,yoy_jump,nuptiality 7.08 -> 4.58
WARNING,marriages,Mantova 1864->1865,yoy_jump,nuptiality 4.97 -> 1.2
WARNING,marriages,Mantova 1865->1866,yoy_jump,nuptiality 1.2 -> 4.81
WARNING,marriages,Mantova 1868->1869,yoy_jump,nuptiality 5.55 -> 8.91
WARNING,marriages,Mantova 1870->1871,yoy_jump,nuptiality 8.22 -> 4.75
WARNING,marriages,Mantova 1871->1872,yoy_jump,nuptiality 4.75 -> 7.36
WARNING,marriages,Massa e Carrara 1865->1866,yoy_jump,nuptiality 9.45 -> 3.85
WARNING,marriages,Massa e Carrara 1878->1879,yoy_jump,nuptiality 4.95 -> 6.82
WARNING,marriages,Messina 1865->1866,yoy_jump,nuptiality 7.44 -> 4.61
WARNING,marriages,Messina 1880->1881,yoy_jump,nuptiality 5.68 -> 8.01
WARNING,marriages,Milano 1865->1866,yoy_jump,nuptiality 9.13 -> 5.68
WARNING,marriages,Modena 1865->1866,yoy_jump,nuptiality 8.77 -> 4.9
WARNING,marriages,Napoli 1865->1866,yoy_jump,nuptiality 8.66 -> 5.38
WARNING,marriages,Novara 1865->1866,yoy_jump,nuptiality 11.01 -> 6.83
WARNING,marriages,Palermo 1865->1866,yoy_jump,nuptiality 8.54 -> 3.76
WARNING,marriages,Palermo 1866->1867,yoy_jump,nuptiality 3.76 -> 5.76
WARNING,marriages,Pavia 1865->1866,yoy_jump,nuptiality 10.16 -> 6.25
WARNING,marriages,Pesaro e Urbino 1865->1866,yoy_jump,nuptiality 7.25 -> 2.94
WARNING,marriages,Pisa 1865->1866,yoy_jump,nuptiality 9.64 -> 4.37
WARNING,marriages,Porto Maurizio 1865->1866,yoy_jump,nuptiality 10.93 -> 4.7
WARNING,marriages,Porto Maurizio 1866->1867,yoy_jump,nuptiality 4.7 -> 6.4
WARNING,marriages,Ravenna 1865->1866,yoy_jump,nuptiality 7.71 -> 3.53
WARNING,marriages,Reggio di Calabria 1865->1866,yoy_jump,nuptiality 8.89 -> 5.2
WARNING,marriages,Reggio di Calabria 1868->1869,yoy_jump,nuptiality 5.3 -> 8.56
WARNING,marriages,Reggio di Calabria 1872->1873,yoy_jump,nuptiality 7.09 -> 9.67
WARNING,marriages,Reggio di Calabria 1880->1881,yoy_jump,nuptiality 6.43 -> 8.97
WARNING,marriages,Reggio nell'Emilia 1865->1866,yoy_jump,nuptiality 7.96 -> 4.93
WARNING,marriages,Roma 1880->1881,yoy_jump,nuptiality 5.73 -> 7.77
WARNING,marriages,Salerno 1864->1865,yoy_jump,nuptiality 6.52 -> 9.2
WARNING,marriages,Sassari 1865->1866,yoy_jump,nuptiality 11.07 -> 3.63
WARNING,marriages,Sassari 1866->1867,yoy_jump,nuptiality 3.63 -> 5.9
WARNING,marriages,Sassari 1873->1874,yoy_jump,nuptiality 6.6 -> 9.13
WARNING,marriages,Siena 1865->1866,yoy_jump,nuptiality 9.95 -> 5.4
WARNING,marriages,Siena 1880->1881,yoy_jump,nuptiality 6.18 -> 8.49
WARNING,marriages,Siracusa 1865->1866,yoy_jump,nuptiality 7.6 -> 3.97
WARNING,marriages,Siracusa 1867->1868,yoy_jump,nuptiality 3.47 -> 5.6
WARNING,marriages,Siracusa 1868->1869,yoy_jump,nuptiality 5.6 -> 9.65
WARNING,marriages,Sondrio 1865->1866,yoy_jump,nuptiality 9.25 -> 5.92
WARNING,marriages,Torino 1865->1866,yoy_jump,nuptiality 9.6 -> 5.89
WARNING,marriages,Trapani 1865->1866,yoy_jump,nuptiality 7.46 -> 3.88
WARNING,marriages,Trapani 1867->1868,yoy_jump,nuptiality 4.73 -> 6.81
WARNING,marriages,Venezia 1866->1867,yoy_jump,nuptiality 6.38 -> 11.66
WARNING,migration,Aquila degli Abruzzi 1913,emig_rate_range,emig_rate=51.34
WARNING,migration,Aquila degli Abruzzi 1920,emig_rate_range,emig_rate=40.09
