year,severity,flag,unit,age,sex,value,detail
1861,WARN,AGE_PROFILE,087 Catania,75-79,T,3792.0,"ratio to neighbour avg = 1.97 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,087 Catania,70-74,M,1461.0,"ratio to neighbour avg = 0.55 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,087 Catania,75-79,M,1617.0,"ratio to neighbour avg = 1.67 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,087 Catania,55-59,F,10385.0,"ratio to neighbour avg = 1.85 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,087 Catania,60-64,F,3934.0,"ratio to neighbour avg = 0.52 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,087 Catania,65-69,F,4742.0,"ratio to neighbour avg = 1.75 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,087 Catania,70-74,F,1476.0,"ratio to neighbour avg = 0.43 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,087 Catania,75-79,F,2175.0,"ratio to neighbour avg = 2.27 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,089 Noto,55-59,T,9182.0,"ratio to neighbour avg = 1.67 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,089 Noto,70-74,T,1235.0,"ratio to neighbour avg = 0.44 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,089 Noto,75-79,T,1660.0,"ratio to neighbour avg = 2.06 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,089 Noto,70-74,M,561.0,"ratio to neighbour avg = 0.48 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,089 Noto,75-79,M,688.0,"ratio to neighbour avg = 1.86 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,089 Noto,55-59,F,5245.0,"ratio to neighbour avg = 1.85 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,089 Noto,60-64,F,2054.0,"ratio to neighbour avg = 0.55 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,089 Noto,65-69,F,2291.0,"ratio to neighbour avg = 1.68 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,089 Noto,70-74,F,674.0,"ratio to neighbour avg = 0.41 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,089 Noto,75-79,F,972.0,"ratio to neighbour avg = 2.23 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,090 Sassari,55-59,T,8570.0,"ratio to neighbour avg = 1.69 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,090 Sassari,45-49,F,6080.0,"ratio to neighbour avg = 1.70 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,090 Sassari,55-59,F,4461.0,"ratio to neighbour avg = 1.84 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,092 Cagliari,55-59,T,17305.0,"ratio to neighbour avg = 1.74 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,092 Cagliari,70-74,T,2701.0,"ratio to neighbour avg = 0.52 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,092 Cagliari,70-74,M,1473.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,092 Cagliari,45-49,F,11454.0,"ratio to neighbour avg = 1.72 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,092 Cagliari,55-59,F,8595.0,"ratio to neighbour avg = 1.85 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1861,WARN,AGE_PROFILE,092 Cagliari,70-74,F,1228.0,"ratio to neighbour avg = 0.50 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,SEX_RATIO,014 Sondrio,20-24,MF,0.662,"M/F outside (0.7, 1.4) (M=3395, F=5128)"
1871,WARN,SEX_RATIO,014 Sondrio,80-84,MF,1.807,"M/F outside (0.4, 1.7) (M=215, F=119)"
1871,WARN,SEX_RATIO,053 Grosseto,20-24,MF,1.503,"M/F outside (0.7, 1.4) (M=6353, F=4227)"
1871,WARN,SEX_RATIO,053 Grosseto,25-29,MF,1.606,"M/F outside (0.7, 1.4) (M=5735, F=3572)"
1871,WARN,SEX_RATIO,053 Grosseto,30-34,MF,1.579,"M/F outside (0.7, 1.4) (M=4950, F=3135)"
1871,WARN,SEX_RATIO,053 Grosseto,35-39,MF,1.626,"M/F outside (0.7, 1.4) (M=4719, F=2903)"
1871,WARN,SEX_RATIO,053 Grosseto,40-44,MF,1.518,"M/F outside (0.7, 1.4) (M=4140, F=2728)"
1871,WARN,AGE_PROFILE,061 Terra del Lavoro,75-79,T,4620.0,"ratio to neighbour avg = 0.55 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,061 Terra del Lavoro,75-79,F,2423.0,"ratio to neighbour avg = 0.53 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,063 Napoli,75-79,T,6646.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,063 Napoli,60-64,F,18336.0,"ratio to neighbour avg = 1.69 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,063 Napoli,70-74,F,9684.0,"ratio to neighbour avg = 1.69 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,063 Napoli,75-79,F,3224.0,"ratio to neighbour avg = 0.50 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,ERROR,ROW_SUM,064 Principato Ulteriore,5-9,T,40436.0,male+female = 33616 != total 40436
1871,WARN,SEX_RATIO,064 Principato Ulteriore,5-9,MF,0.687,"M/F outside (0.7, 1.4) (M=13687, F=19929)"
1871,WARN,AGE_PROFILE,070 Molise,75-79,T,808.0,"ratio to neighbour avg = 0.36 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,070 Molise,75-79,M,416.0,"ratio to neighbour avg = 0.41 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,070 Molise,75-79,F,392.0,"ratio to neighbour avg = 0.31 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,071 Capitanata,75-79,T,1455.0,"ratio to neighbour avg = 0.52 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,071 Capitanata,75-79,F,826.0,"ratio to neighbour avg = 0.50 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,078 Calabria Citeriore,75-79,F,1080.0,"ratio to neighbour avg = 0.52 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,081 Trapani,50-54,T,13809.0,"ratio to neighbour avg = 1.71 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,081 Trapani,55-59,T,6338.0,"ratio to neighbour avg = 0.55 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,081 Trapani,60-64,T,9358.0,"ratio to neighbour avg = 1.96 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,081 Trapani,65-69,T,3187.0,"ratio to neighbour avg = 0.49 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,081 Trapani,75-79,T,1299.0,"ratio to neighbour avg = 0.50 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,081 Trapani,50-54,M,6620.0,"ratio to neighbour avg = 1.72 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,081 Trapani,60-64,M,4263.0,"ratio to neighbour avg = 1.85 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,081 Trapani,65-69,M,1509.0,"ratio to neighbour avg = 0.51 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,081 Trapani,50-54,F,7189.0,"ratio to neighbour avg = 1.71 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,081 Trapani,55-59,F,3246.0,"ratio to neighbour avg = 0.53 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,081 Trapani,60-64,F,5095.0,"ratio to neighbour avg = 2.07 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,081 Trapani,65-69,F,1678.0,"ratio to neighbour avg = 0.48 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,081 Trapani,70-74,F,1954.0,"ratio to neighbour avg = 1.68 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,081 Trapani,75-79,F,654.0,"ratio to neighbour avg = 0.44 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,082 Palermo,60-64,F,12200.0,"ratio to neighbour avg = 1.72 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,083 Messina,60-64,T,17146.0,"ratio to neighbour avg = 1.75 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,083 Messina,65-69,T,6812.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,083 Messina,75-79,T,2977.0,"ratio to neighbour avg = 0.53 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,083 Messina,60-64,M,8452.0,"ratio to neighbour avg = 1.73 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,083 Messina,60-64,F,8694.0,"ratio to neighbour avg = 1.76 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,083 Messina,65-69,F,3325.0,"ratio to neighbour avg = 0.52 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,083 Messina,70-74,F,4020.0,"ratio to neighbour avg = 1.69 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,083 Messina,75-79,F,1433.0,"ratio to neighbour avg = 0.49 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,084 Girgenti,60-64,T,10815.0,"ratio to neighbour avg = 1.70 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,084 Girgenti,60-64,F,5752.0,"ratio to neighbour avg = 1.81 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,50-54,T,12407.0,"ratio to neighbour avg = 1.79 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,55-59,T,5014.0,"ratio to neighbour avg = 0.49 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,60-64,T,7913.0,"ratio to neighbour avg = 2.12 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,65-69,T,2451.0,"ratio to neighbour avg = 0.45 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,70-74,T,2888.0,"ratio to neighbour avg = 1.76 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,75-79,T,838.0,"ratio to neighbour avg = 0.40 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,50-54,M,6155.0,"ratio to neighbour avg = 1.71 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,55-59,M,2635.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,60-64,M,3605.0,"ratio to neighbour avg = 1.84 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,65-69,M,1293.0,"ratio to neighbour avg = 0.53 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,75-79,M,416.0,"ratio to neighbour avg = 0.47 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,50-54,F,6252.0,"ratio to neighbour avg = 1.88 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,55-59,F,2379.0,"ratio to neighbour avg = 0.45 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,60-64,F,4308.0,"ratio to neighbour avg = 2.44 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,65-69,F,1158.0,"ratio to neighbour avg = 0.39 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,70-74,F,1601.0,"ratio to neighbour avg = 2.03 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,085 Caltanissetta,75-79,F,422.0,"ratio to neighbour avg = 0.35 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,087 Catania,60-64,T,17744.0,"ratio to neighbour avg = 1.72 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,087 Catania,65-69,T,6869.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,087 Catania,75-79,T,2814.0,"ratio to neighbour avg = 0.51 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,087 Catania,60-64,M,8255.0,"ratio to neighbour avg = 1.66 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,087 Catania,60-64,F,9489.0,"ratio to neighbour avg = 1.77 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,087 Catania,65-69,F,3600.0,"ratio to neighbour avg = 0.53 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,087 Catania,70-74,F,4213.0,"ratio to neighbour avg = 1.66 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,087 Catania,75-79,F,1473.0,"ratio to neighbour avg = 0.48 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,50-54,T,16157.0,"ratio to neighbour avg = 1.80 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,55-59,T,6319.0,"ratio to neighbour avg = 0.47 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,60-64,T,10581.0,"ratio to neighbour avg = 2.25 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,65-69,T,3082.0,"ratio to neighbour avg = 0.43 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,70-74,T,3906.0,"ratio to neighbour avg = 1.88 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,75-79,T,1070.0,"ratio to neighbour avg = 0.38 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,50-54,M,7802.0,"ratio to neighbour avg = 1.75 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,55-59,M,3235.0,"ratio to neighbour avg = 0.52 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,60-64,M,4622.0,"ratio to neighbour avg = 1.97 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,65-69,M,1456.0,"ratio to neighbour avg = 0.46 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,70-74,M,1672.0,"ratio to neighbour avg = 1.68 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,75-79,M,536.0,"ratio to neighbour avg = 0.46 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,50-54,F,8355.0,"ratio to neighbour avg = 1.85 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,55-59,F,3084.0,"ratio to neighbour avg = 0.43 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,60-64,F,5959.0,"ratio to neighbour avg = 2.53 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,65-69,F,1626.0,"ratio to neighbour avg = 0.40 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,70-74,F,2234.0,"ratio to neighbour avg = 2.07 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,089 Siracusa,75-79,F,534.0,"ratio to neighbour avg = 0.32 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1871,WARN,AGE_PROFILE,092 Cagliari,75-79,F,1099.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,ERROR,ROW_SUM,013 Como,10-14,T,49812.0,male+female = 49782 != total 49812
1881,ERROR,ROW_SUM,016 Bergamo,70-74,T,5137.0,male+female = 5117 != total 5137
1881,ERROR,ROW_SUM,016 Bergamo,85+,T,171.0,male+female = 173 != total 171
1881,ERROR,ROW_SUM,039 Ravenna,80-84,T,773.0,male+female = 769 != total 773
1881,ERROR,ROW_SUM,040 Forli,75-79,T,1863.0,male+female = 1865 != total 1863
1881,ERROR,ROW_SUM,042 Ancona,85+,T,453.0,male+female = 455 != total 453
1881,ERROR,ROW_SUM,043 Macerata,70-74,T,5775.0,male+female = 5771 != total 5775
1881,WARN,SEX_RATIO,053 Grosseto,25-29,MF,1.539,"M/F outside (0.7, 1.4) (M=5757, F=3740)"
1881,WARN,SEX_RATIO,053 Grosseto,30-34,MF,1.605,"M/F outside (0.7, 1.4) (M=5819, F=3625)"
1881,ERROR,ROW_SUM,053 Grosseto,35-39,T,7641.0,male+female = 7611 != total 7641
1881,WARN,SEX_RATIO,053 Grosseto,35-39,MF,1.54,"M/F outside (0.7, 1.4) (M=4615, F=2996)"
